Name; UUID; Old Bezugsgröße; Old Bezugseinheit; Old GWP;Corrected Bezugsgröße; Corrected Bezugseinheit;Corrected GWP; Referenzfluss -Name
Rhepanol hfk;e24a3ad6-9df3-4165-b8f0-393211a7838a;1;null;7,63;1;qm;7,63;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hfk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hfk mit einem rückseitigen Kunststoffvlies verstärkt. Herstellung: Die Herstellung der Rhepanol hfk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf einen Kalander gegeben, der die Bahn ausformt. In einem weiteren Prozessschritt wird in gleicher Weise die Oberfolie hergestellt und auf die bereits bestehende Unterfolie aufgebracht. Anschließend werden Kunststoffbahn und Polyestervlies kraftschlüssig zusammengefügt. Am Ende des Fertigungsprozesses erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk 1,5 mm.
Rhepanol hfk-sk;aa728ab7-e807-4cbf-9769-973a674cbe13;1;null;8,49;1;qm;8,49;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hsk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hsk mit einer Glasvlies- und einer Kunststoffvlieseinlage verstärkt und enthält eine Selbstklebeschicht. Angaben variieren je nach Farbe, Kaschierung und Klebeschicht. Herstellungsprozess: Die Herstellung von Rhepanol hsk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf den Kalander gegeben, der die Bahnen ausformt. Ein Dublierkalander führt dann jeweils zwei Kunststoffbahnen mit Glasvlies-, Kunststoffvlies und Selbstklebebeschichtung zusammen. Am Ende des Dublierkalanders erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk-sk 1,5 mm.
Scheucher Parkett Mehrschichtparkett;c5583291-5780-4deb-b6ff-9379cb560607;1;null;-5,09788;1;qm;-5,09788;1 m² Mehrschichtparkett Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Mehrschichtparkett besteht aus einer Nutzschicht, einer Trägerschicht und im Falle von 3-Schichtböden einem Gegenzug. Zugekaufte Friesen werden nach dem Trocknen, Hobeln, Auftrennen und Sortieren zu einer Deckschicht verleimt. Diese werden dann weiter zu Schiffsböden bzw. BILAflor-Böden verarbeitet. Auch zugekaufte Deckschichten werden nach dem Qualitätssortieren zu Landhausdielen bzw. BILAflor-Böden weiterverarbeitet. Deckschichten werden zusammen mit Trägermaterial und Gegenzug verleimt. Nach einer Klimatisierungsphase werden die verpressten Dielen bei Bedarf gekittet, alle Dielen werden geschliffen und mit UV-Lack oder oxidativ trocknendem Öl-Wachs-Gemisch behandelt. Nach der rundum laufenden Profilierung mit Nut/Feder- Verbindung oder einem leimlos zu verlegenden Klickprofil (NovoLOC5G) werden die Dielen versandfertig verpackt und bis zur Auslieferung klimatisiert im Hochregal gelagert. Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter & Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Scheucher Mehrschichtparkett entstehen neben dem deklarierten Produkt Koppelprodukte wie Mehrschichtplatten und Brennstoffe. Die Allokation der Umweltwirkungen des Mehrschichtparketts und der Nebenprodukte basiert auf ihrem Marktpreis. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter & Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter & Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind anzugeben: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.
Scheucher Parkett Mehrschichtparkett;c5583291-5780-4deb-b6ff-9379cb560607;1;null;11,5914;1;qm;11,5914;1 m² Mehrschichtparkett Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Mehrschichtparkett besteht aus einer Nutzschicht, einer Trägerschicht und im Falle von 3-Schichtböden einem Gegenzug. Zugekaufte Friesen werden nach dem Trocknen, Hobeln, Auftrennen und Sortieren zu einer Deckschicht verleimt. Diese werden dann weiter zu Schiffsböden bzw. BILAflor-Böden verarbeitet. Auch zugekaufte Deckschichten werden nach dem Qualitätssortieren zu Landhausdielen bzw. BILAflor-Böden weiterverarbeitet. Deckschichten werden zusammen mit Trägermaterial und Gegenzug verleimt. Nach einer Klimatisierungsphase werden die verpressten Dielen bei Bedarf gekittet, alle Dielen werden geschliffen und mit UV-Lack oder oxidativ trocknendem Öl-Wachs-Gemisch behandelt. Nach der rundum laufenden Profilierung mit Nut/Feder- Verbindung oder einem leimlos zu verlegenden Klickprofil (NovoLOC5G) werden die Dielen versandfertig verpackt und bis zur Auslieferung klimatisiert im Hochregal gelagert. Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter & Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Scheucher Mehrschichtparkett entstehen neben dem deklarierten Produkt Koppelprodukte wie Mehrschichtplatten und Brennstoffe. Die Allokation der Umweltwirkungen des Mehrschichtparketts und der Nebenprodukte basiert auf ihrem Marktpreis. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter & Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter & Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind anzugeben: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.
Scheucher Parkett Mehrschichtparkett;c5583291-5780-4deb-b6ff-9379cb560607;1;null;-2,89986;1;qm;-2,89986;1 m² Mehrschichtparkett Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Mehrschichtparkett besteht aus einer Nutzschicht, einer Trägerschicht und im Falle von 3-Schichtböden einem Gegenzug. Zugekaufte Friesen werden nach dem Trocknen, Hobeln, Auftrennen und Sortieren zu einer Deckschicht verleimt. Diese werden dann weiter zu Schiffsböden bzw. BILAflor-Böden verarbeitet. Auch zugekaufte Deckschichten werden nach dem Qualitätssortieren zu Landhausdielen bzw. BILAflor-Böden weiterverarbeitet. Deckschichten werden zusammen mit Trägermaterial und Gegenzug verleimt. Nach einer Klimatisierungsphase werden die verpressten Dielen bei Bedarf gekittet, alle Dielen werden geschliffen und mit UV-Lack oder oxidativ trocknendem Öl-Wachs-Gemisch behandelt. Nach der rundum laufenden Profilierung mit Nut/Feder- Verbindung oder einem leimlos zu verlegenden Klickprofil (NovoLOC5G) werden die Dielen versandfertig verpackt und bis zur Auslieferung klimatisiert im Hochregal gelagert. Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter & Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Scheucher Mehrschichtparkett entstehen neben dem deklarierten Produkt Koppelprodukte wie Mehrschichtplatten und Brennstoffe. Die Allokation der Umweltwirkungen des Mehrschichtparketts und der Nebenprodukte basiert auf ihrem Marktpreis. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter & Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter & Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind anzugeben: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.
SCHÜCO ADS 75.SI;00b700ef-2d55-4434-b91d-c97cc1f85d40;1;null;369,6;1;null;369,6;Schüco ADS 75.SI B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 75.SI in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO ADS 75.SI;00b700ef-2d55-4434-b91d-c97cc1f85d40;1;null;13,81;1;null;13,81;Schüco ADS 75.SI B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 75.SI in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO ADS 75.SI;00b700ef-2d55-4434-b91d-c97cc1f85d40;1;null;-135,52;1;null;-135,52;Schüco ADS 75.SI B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 75.SI in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO ADS 80 FR 60;8db37c49-5e41-43b6-8c20-1bc646afda62;1;null;629,63;1;null;629,63;Schüco ADS 80 FR 60 B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 80 FR 60 in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO ADS 80 FR 60;8db37c49-5e41-43b6-8c20-1bc646afda62;1;null;4,42;1;null;4,42;Schüco ADS 80 FR 60 B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 80 FR 60 in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO ADS 80 FR 60;8db37c49-5e41-43b6-8c20-1bc646afda62;1;null;-189,31;1;null;-189,31;Schüco ADS 80 FR 60 B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 80 FR 60 in spezifischer Abmessung 1100 mm x 2200 mm.
SCHÜCO AWS 75.SI;6adf0159-37a0-47d0-86d4-54d193b1a3e1;1;null;251,65;1;null;251,65;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.
SCHÜCO AWS 75.SI;6adf0159-37a0-47d0-86d4-54d193b1a3e1;1;null;16,68;1;null;16,68;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.
SCHÜCO AWS 75.SI;6adf0159-37a0-47d0-86d4-54d193b1a3e1;1;null;-92,74;1;null;-92,74;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.
Selatex e.l.f. (1-2);2da02eca-ff3c-4807-93f4-0266cfb01cef;1;null;1,79;1;kg;1,79;Produkt: Selatex e.l.f. Additional Info from Xml: Seidenglänzendes Beschichtungssystem für diverse Untergründe im Innenbereich Deklarierte Einheit: Die individualisierte Muster-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Der Verbrauch der Produkte, die flächig aufgebracht werden, kann zwischen 100 und 150 g/m² liegen. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.
Selatex e.l.f. (1-2);2da02eca-ff3c-4807-93f4-0266cfb01cef;1;null;-0,0786;1;kg;-0,0786;Produkt: Selatex e.l.f. Additional Info from Xml: Seidenglänzendes Beschichtungssystem für diverse Untergründe im Innenbereich Deklarierte Einheit: Die individualisierte Muster-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Der Verbrauch der Produkte, die flächig aufgebracht werden, kann zwischen 100 und 150 g/m² liegen. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.
Sikaplan G;dbe7aa14-4bf6-4b79-a7d1-cc2421fc678e;1;null;5,38889;1;qm;5,38889;1 m² Dachbahn Additional Info from Xml: Sikaplan G ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC) mit innenliegendem Polyestergewebe (DE/E1 PVC-P-NBV- PG). Die Sikaplan G Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (15 G), 1,8 mm (18 G), 2,0 mm(20 G) und 2,4 mm (24 G) erhältlich. Der Herstellungsprozess der Sikaplan G Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittigem Polyestergewebe auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan G relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan G Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigenständigen Berechnung der Werte angegeben.
Sikaplan G;dbe7aa14-4bf6-4b79-a7d1-cc2421fc678e;1;null;0,224;1;qm;0,224;1 m² Dachbahn Additional Info from Xml: Sikaplan G ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC) mit innenliegendem Polyestergewebe (DE/E1 PVC-P-NBV- PG). Die Sikaplan G Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (15 G), 1,8 mm (18 G), 2,0 mm(20 G) und 2,4 mm (24 G) erhältlich. Der Herstellungsprozess der Sikaplan G Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittigem Polyestergewebe auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan G relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan G Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigenständigen Berechnung der Werte angegeben.
Sikaplan G;dbe7aa14-4bf6-4b79-a7d1-cc2421fc678e;1;null;-3,7;1;qm;-3,7;1 m² Dachbahn Additional Info from Xml: Sikaplan G ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC) mit innenliegendem Polyestergewebe (DE/E1 PVC-P-NBV- PG). Die Sikaplan G Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (15 G), 1,8 mm (18 G), 2,0 mm(20 G) und 2,4 mm (24 G) erhältlich. Der Herstellungsprozess der Sikaplan G Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittigem Polyestergewebe auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan G relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan G Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigenständigen Berechnung der Werte angegeben.
Sikaplan SGmA;c4d67bc2-a276-4b5f-9fe2-01d429013a75;1;null;5,5;1;qm;5,5;1 m² Dachbahn Additional Info from Xml: Sikaplan SGmA ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC)mit einer Glasvlieseinlage (DE/E1 PVC-P-NB-E-GV). Die Sikaplan SGmA Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (SGmA 15), 1,8 mm (SGmA 18), 2,0 mm (SGmA 20) und 2,4 mm (SGmA 24) erhältlich. Der Herstellungsprozess der Sikaplan SGmA Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittiger Glasvlieseinlage auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan SGmA relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan SGmA Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigen-ständigen Berechnung der Werte angegeben.
