UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;EstimatedThickness (kein genauer Wert!!);Ergänzt;Quelle;Anmerkungen
65632b81-8698-4438-a54a-2bc5f781e171;00.04.000;TPO/FPO Dach-und Dichtungsbahn;Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;specific dataset;1;qm;209ffdbd-4bca-dc53-959b-7cbf2181a8f0;1 m2 Dachbahn TPO 2.0 F Additional Info from Xml: Zusammensetzung: TPO / FPO (85 - 99 %): ist ein thermoplastisches Polyolefin und besteht aus einer Mischung aus Ethylen-Copolymeren sowie Farbpigmenten und Stabilisatoren. Glasvlies (1-5 %): Auf Grund ihrer Beschaffenheit fallen die Glasfasern nicht unter die Definition für künstlich hergestellte ungerichtete glasartige (Silikat-) Fasern (sie sind weder als gefährlich eingestuft noch müssen sie gekennzeichnet werden). Polyestervlies (ca. 10 %): Nur bei KÖSTER TPO 2.0 F. Herstellung: Die Produktion der KÖSTER TPO / FPO Dach- und Dichtungsbahnen ist nach /DIN EN ISO 9001/ zertifiziert. Die Herstellung der Bahnen erfolgt auf einer Zwei-Düsen Extrusionsanlage. Der Rohstoff wird in einem Extruder auf die entsprechende Temperatur erwärmt und unter Druck dem Prozess zugefügt. Durch Massentemperatur- und Druckmessung lassen sich die beiden niedrigviskosen Schmelzeströme überwachen. Die mittige Glasvlieseinlage dient als zusätzlicher Festigkeitsträger und verbessert damit die mechanischen Eigenschaften der Dach- und Dichtungsbahn. Durch die Regulierung der austretenden Schmelzeströme am Ende der Extrusionsdüsen wird die gewünschte Dicke der Dach- und Dichtungsbahnen erzielt. Die Bahnen werden nach dem Verlassen des Glättwerkes und vor dem Aufwickeln auf unter 30 °C abgekühlt. Die Kühlung erfolgt durch die wassergekühlten Walzen. Das aufgeheizte Wasser wird über einen Wärmetauscher gekühlt in den Wasserkreislauf zurückgeführt und wiederverwendet. Technische Daten: Bezeichnung nach /DIN SPEC 20000-201/: KÖSTER TPO 1.6/1.8/2.0:    DE/E1-FPO-BV-E-GV-1,6 / 1,8 / 2,0KÖSTER TPO 2.0 F:  DE/E1-FPO-BV-E-GV-K-PV-2,0Bezeichnung nach /DIN V 20000-202/:KÖSTER TPO 1.6/1.8 /2.0:     BA-FPO-BV-E-GV-1,6 / 1,8 / 2,0 Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn. Es sind nicht selbstklebende Dachbahnen. Die Nähte werden durch thermisches Verschweißen zusammengefügt. Die Flächengewichte sind auf zwei Stellen hinter dem Komma gerundet angegeben.;;2,22;969;;;;0,45;0,0016;EstimatedThickness;Durchschnitt aus anderen Datensätzen zu Elastomer-Dachbahnen;
bff01a9a-6b09-429f-b7ff-17d84fbef7ec;;EVA-Dachbahnen;Kunststoffe / Dachbahnen / EVA-Dachbahnen (Etylen-Vinylacetat);;1;qm;;EVA-Dachbahn (m2);;2;;;;;;0,0015;EstimatedThickness;https://alwitra.de/dachbahnen/evalon/;"Diesen Datensatz kann man nur in m² nutzen; Dicke nur für U-Wert-Berechnung, daher nur Annahme (laut Quelle)"
d6eaa532-5b85-449b-9fbf-1357a52c4bd9;00.04.000;EVALON®dual, mechanisch befestigt oder lose unter Auflast;Kunststoffe / Dachbahnen / EVA-Dachbahnen (Etylen-Vinylacetat);specific dataset;1;qm;862fb05c-5f66-19cd-7f32-9d9c1d5f1a7b;1m² Dach- und Dichtungsbahn EVALON® dual Additional Info from Xml: Grundstoffe/Hilfsstoffe: EVALON® -Dach- und Dichtungsbahnen bestehen aus (25 – 50 %) Ethylen-Vinylacetat-Terpolymer -EVA, (25-40 %) Polyvinylchlorid-PVC, (10 – 15 %) mineralischen Flammschutz, (1-2 %) Ca/Zn-Stabilisator, (3-6 %) epoxidiertes Sojabohnenöl, (5- 10 %) Ruß und Additiven, (0-12 %) Titandioxid, (0-25%) Pigmente -je nach Farbe und (3-5%) Gewebe/Gelege aus Polyester- oder Glasgitter. Herstellung: Die Grundstoffe und Vorprodukte werden in einem Mischer vorgemischt und anschließend zusammen mit den anderen Rezepturbestandteilen in einem Extruder plastifiziert. Die Kunststoffmasse wird über ein Mischwalzwerk als Zwischenstufe einem Kalander zugeführt, hier zu einer homogenen Dach- oder Dichtungsbahn ausgewalzt und mit der innenliegenden Verstärkung. Über spezielle Kühlwalzen erfolgt die Abkühlung der fertigen Bahn, die anschließend zu den endgültigen Maßen beschnitten und als Rollenware konfektioniert wird. Alle anfallenden unverstärkten Produktionsreste (Randstreifen) werden recycelt, d.h. der Produktion wieder direkt zugeführt. Die Herstellung unterliegt dem eingeführten Qualitätsmanagementsystem nach /ISO 9001/ (Zertifikat Nr. 01 100 5463). Zertifizierungsstelle ist der TÜV Rheinland, Cert GmbH. Außerdem erfolgen externe Qualitätsüberprüfungen (Fremdüberwachungen) durch die Staatliche Materialprüfungsanstalt Darmstadt. Technische Daten: Es gelten die Daten der DoP EVALON® dual Dach- und Dichtungsbahn Deklarierte Einheit: Die deklarierte Einheit ist 1 m² installiertes EVALON©dual Dach-und Dichtungsbahnensystem;;1,9;1,333;;;;0,526;0,0015;EstimatedThickness;https://alwitra.de/dachbahnen/evalon/;
e24a3ad6-9df3-4165-b8f0-393211a7838a;00.04.000;Rhepanol hfk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);specific dataset;1;qm;accc9c59-cbdb-76df-8ddb-7b757cdaecf1;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hfk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hfk mit einem rückseitigen Kunststoffvlies verstärkt. Herstellung: Die Herstellung der Rhepanol hfk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf einen Kalander gegeben, der die Bahn ausformt. In einem weiteren Prozessschritt wird in gleicher Weise die Oberfolie hergestellt und auf die bereits bestehende Unterfolie aufgebracht. Anschließend werden Kunststoffbahn und Polyestervlies kraftschlüssig zusammengefügt. Am Ende des Fertigungsprozesses erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk 1,5 mm.;;1,934;;0,0015;;;0,517;;Schichtdicke;Referenz-Flussname;
aa728ab7-e807-4cbf-9769-973a674cbe13;00.04.000;Rhepanol hfk-sk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);specific dataset;1;qm;29a31f18-1e6d-02e6-820f-d2743ceefce9;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hsk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hsk mit einer Glasvlies- und einer Kunststoffvlieseinlage verstärkt und enthält eine Selbstklebeschicht. Angaben variieren je nach Farbe, Kaschierung und Klebeschicht. Herstellungsprozess: Die Herstellung von Rhepanol hsk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf den Kalander gegeben, der die Bahnen ausformt. Ein Dublierkalander führt dann jeweils zwei Kunststoffbahnen mit Glasvlies-, Kunststoffvlies und Selbstklebebeschichtung zusammen. Am Ende des Dublierkalanders erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk-sk 1,5 mm.;;2,139;;0,0015;;;0,517;;Schichtdicke;Referenz-Flussname;
4f4e989b-bd5e-4d85-9a50-53f3c61eea70;;PVC-Dachbahnen (Dicke 0,0012 m);Kunststoffe / Dachbahnen / PVC-Dachbahnen;;1;qm;;PVC-Dachbahn (m2);;1,5;;0,0012;;;;;Schichtdicke;Name;
8d06b1df-e898-4009-adee-57ca44aaafcc;;BauderTHERMOFOL;Kunststoffe / Dachbahnen / PVC-Dachbahnen;;1;qm;;1 m² BauderTHERMOFOL U (12/15/18/20/24), U (15/18/20) V und M (12/15/18/20) Additional Info from Xml: Die Fertigung der PVC-P Dach- und Dichtungsbahnen erfolgt in einem zweistufigen Verfahren: Im ersten Schritt werden die Rohstoffe zusammen gemischt und auf einem Extruder plastifiziert. Die Kunststoffmasse wird auf einem Kalander zu Folien ausgewalzt. Im zweiten Schritt erhalten die Folien eine mittige Polyestergewebeverstärkung. Ein Teil der PVC-P Dach- und Dichtungsbahnen erhält eine unterseitige Spezialvlieskaschierung. Nach Abkühlung und endgültigem Randbeschnitt werden die Produkte konfektioniert. Alle anfallenden Produktionsabfälle werden innerbetrieblich recycelt und dem Fertigungsprozess direkt wieder rückgeführt. Eine permanente Messung der Produktqualität und kontinuierliche Verbesserung der internen Prozesse wird durch den Einsatz des Qualitätsmanagementsystems nach /DIN EN ISO 9001/ gewährleistet. - Systemgrenzen: Wiege bis Bahre mit Optionen. - Transporte: es werden sämtliche Transporte im Lebenszyklus berücksichtigt. - Repräsentativität der EPD: Alle Datensätze wurden entsprechend den lokalen Gegebenheiten bestmöglich ausgewählt (u.a. EU-Datensätze ab Transport zur Baustelle). - Abfälle: Es existieren insgesamt zwei Szenarien, die einzeln genutzt werden können, da es sich jeweils um ein 100 % Szenario handelt (KEINE Mischszenarien). Deklarierte Einheit: Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOFOL Dachbahn-Varianten U (12/15/18/20/24), U (15/18/20) V und  M (12/15/18/20) inklusive Verpackungsmaterialien.;;1938;;0,0018;;;;;Schichtdicke;Aus der EPD https://www.bauder.de/de/unternehmen/wir-stellen-uns-vor/unsere-zukunft/umwelt-produktdeklarationen.html : Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOPLAN Dach- und Dichtungsbahn-Varianten T (12/15/16/18/20) und T (15/18/20) V inklusive der Verpackungsmaterialien.;"Diesen Datensatz kann man nur in m² nutzen; Alternativ: Feste Dicke annehmen"
d4523d5d-6956-4717-99d4-9a7aa1ebde99;;Tectofin RV;Kunststoffe / Dachbahnen / PVC-Dachbahnen;;1;qm;;1 m² Tectofin RV Additional Info from Xml: Polyvinylchlorid40 - 45M-% Adipinsäurpolyester25 - 30M-% Biocide Ausrüstung0 - 1M-% FlammschutzkeineM-% Füllstoff (1)10 - 14M-% Ca/Zn Stabilisator2,0 - 3,0M-% Epoxiertes Sojabohnenöl2,0 - 3,0 M-% AdditivekeineM-% Titandioxid (1)4 - 5M-% Ruß0 – 2,0M-% Schlagzähmodifizierer1,5 - 2,5M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mischer zusammengeführt und gemischt und anschließend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsverfahren die komplette Dichtschicht in einem Arbeitsschritt gefertigt. Nach dem Austritt aus der Breitschlitzdüse wird im Walzenspalt das zugeführte Polyestervlies mit Druck im Walzenspalt mit der Bahn verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die TECTOFIN RV Bahn über keine mittige Verstärkung oder Einlage verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn TECTOFIN RV mit der Dicke 1,5 mm. Die Bahnen werden lose mit Auflast oder streifenweise bzw. vollflächig mit Systemklebstoffen verklebt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2;;0,0015;;;0,5;;Schichtdicke;Referenz-Flussname;
97c15191-118f-4b6b-a55a-e241ea1690a4;;Wolfin M;Kunststoffe / Dachbahnen / PVC-Dachbahnen;;1;qm;;1 m² Wolfin M 1,5 mm Additional Info from Xml: Polyvinylchlorid50 - 55M-% Adipinsäurepolyester30 - 35M-% Biocide AusrüstungkeineM-% FlammschutzkeineM-% Füllstoff (1)2,0 - 8,0M-% Ca/Zn Stabilisator1,0 - 2,0M-% Epoxiertes Sojabohnenöl1,5 - 2,5M-% AdditivekeineM-% Titandioxid (1)0 - 10M-% Ruß0 – 2,0M-% Schlagzähmodifizierer5,0 - 15,0M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mi­scher zusammengeführt und gemischt und anschlie­ßend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsver­fahren die untere Schicht gefertigt und im Walzenspalt geprägt und mit der Glasgitterverstärkung verbunden. Über eine Kühlstrecke wird dieses Vormaterial auf eine Großdocke gewickelt. Im zweiten Arbeitsgang wird die Rezeptur wie zuvor beschrieben gemischt und plastifiziert. Nach Austritt aus der Breitschlitzdüse wird die zugeführte Unterschicht aus WOLFIN Bahnenmaterial mit Verstärkung mit der WOLFIN Oberschicht durch Temperatur und Druck im Walzenspalt verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die mittig verstärkte WOLFIN M Bahn über einen beidseitigen homogenen Bahnenrand verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn WOLFIN M. Es wird die Dicke 1,5 mm deklariert, in Kapitel 5 ist der Faktor zur Berechnung von WOLFIN M 2 mm angegeben. Die Bahnen werden lose mit Auflast oder mechanisch befestigt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2,02;;0,0015;;;495;;Schichtdicke;Referenz-Flussname;
dbe7aa14-4bf6-4b79-a7d1-cc2421fc678e;00.04.000;Sikaplan G;Kunststoffe / Dachbahnen / PVC-Dachbahnen;specific dataset;1;qm;c02c6df8-64a7-b5c5-57d4-cf21eea98e11;1 m² Dachbahn Additional Info from Xml: Sikaplan G ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC) mit innenliegendem Polyestergewebe (DE/E1 PVC-P-NBV- PG). Die Sikaplan G Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (15 G), 1,8 mm (18 G), 2,0 mm(20 G) und 2,4 mm (24 G) erhältlich. Der Herstellungsprozess der Sikaplan G Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittigem Polyestergewebe auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan G relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan G Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigenständigen Berechnung der Werte angegeben.;;1,8;1200;0,0015;;;0,517;;Schichtdicke;Referenz-Flussname;
c4d67bc2-a276-4b5f-9fe2-01d429013a75;00.04.000;Sikaplan SGmA;Kunststoffe / Dachbahnen / PVC-Dachbahnen;specific dataset;1;qm;423a75d0-8b5c-a8a1-2ff7-d67bcfaabe95;1 m² Dachbahn Additional Info from Xml: Sikaplan SGmA ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC)mit einer Glasvlieseinlage (DE/E1 PVC-P-NB-E-GV). Die Sikaplan SGmA Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (SGmA 15), 1,8 mm (SGmA 18), 2,0 mm (SGmA 20) und 2,4 mm (SGmA 24) erhältlich. Der Herstellungsprozess der Sikaplan SGmA Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittiger Glasvlieseinlage auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan SGmA relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan SGmA Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigen-ständigen Berechnung der Werte angegeben.;;1,9;1266,66;0,0015;;;0,517;;Schichtdicke;Referenz-Flussname;
b1ea7c10-4471-4485-95bf-7dc0a00025b6;20.19.120;Kraftpapier;Kunststoffe / Folien und Vliese / Baupappen;generic dataset;1;qm;5048a44e-7f23-4efe-b536-3965ee245ef3;Kraftpapier m2 Additional Info from Xml: Kraftpapiere und Zellstoff wird üblicherweise aus Weichhölzern, wie Kiefer, Fichte oder Birke, hergestellt. Neben Primärmaterial kommen auch Hackschnitzel aus unbehandeltem Altholz, Sägespäne oder recycelter Zellstoff zum Einsatz. Holz selbst besteht aus Zellulose, Hemizellulose  und Lignin. Im Unterschied zu Zellulose ist Lignin für die Papierherstellung hinderlich und muss entfernt werden. Das Holz wird geerntet, entrindet und zu Hackschnitzeln verarbeitet. Die Hackschnitzel  werden  mit aufschließenden Chemikalien versetzt und erhitzt. Nach und nach löst sich das gesamte Lignin, ein Großteil der Hemizellulose und etwas Zellulose. Den verbleibenden Zellulosefasern wird die Flüssigkeit entzogen. Reiner Zellstoff ist extrahiert und kann nun weiter verarbeitet werden. Das häufigste Verfahren zur Zellstoffherstellung ist das Sulphatverfahren, auch Kraftaufschluss genannt. Um das Lignin und die Hemizellulose zu lösen, werden u.a. Natriumsulfid, Natronlauge und Natriumsulfat eingesetzt.  Dieses Chemikalien-Gemisch wird als Weißlauge bezeichnet. Das Sulphatverfahren erfolgt bei Temperaturen zwischen 165 und 175°C und kann schubweise als Batch-Prozess oder fortlaufend gefahren werden. Das angehängte Bild verdeutlicht den Aufschlussvorgang während der Zellstoffextraktion. Nach der Zellstoffextraktion wird der Zellstoff gewaschen, verbleibende feste Bestandteile von Borkenresten werden gefiltert. Abschließend erfolgt die Trocknung. Die ausgewaschenen Aufschluss-Chemikalien können teilweise recycelt werden. Als wertvolle Nebenprodukte entstehen außerdem Zucker und Alkalilignin. Die entstandene Lauge mit gelöstem Lignin wird Schwarzlauge genannt. Sie weist einen hohen Heizwert auf und wird üblicherweise zur Energieerzeugung im Werk genutzt. Das Flächengewicht kann zwischen 40-135 g/m2 betragenHintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.;;0,08;800;;;;;0,0001;EstimatedThickness;https://www.isolina.com/de/daemmung-baupapier.cfm;Abschätzung anhand Quelle
bc50a404-ddf0-4f37-b62f-95130786b004;;Dampfbremse PET gitterverstärkt (Dicke 0,0001 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;;1;qm;;Dampfbremse PET m2;;0,12;;0,0001;;;;;Schichtdicke;Name;
99792cbc-c5f4-4d2d-bc9e-3790509891a0;;Dampfbremse PE (Dicke 0,0002 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;;1;qm;;Dampfbremse PE (m2);;0,2;;0,0002;;;;;Schichtdicke;Name;
4bb6f0f6-178c-41e0-8700-bd597f23ccb8;20.19.120;Dampfbremse PA;Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;generic dataset;1;qm;315f3e38-c534-4e99-aab3-81d6a4f5e5e2;"Dampfbremse PA Additional Info from Xml: Die Ökobilanzierung umfasst die Rohstoffbereitstellung, den Rohstofftransport und den Herstellungsaufwand für eine Polyamid-Dampfsperre (""""cradle to gate""""). Die Systemgrenze bildet das verkaufsfertige Produkt. Transporte vom Werk zum Einbauort sind nicht berücksichtigt und sollten nach Bedarf nachträglich einbezogen werden.Zur Herstellung von Polyamid: PA 6 wird aus Caprolactam hergestellt, welches aus Benzen, Ammoniak, Wasserstoff und Schwefelsäure synthetisiert wird. Über die Zwischenprodukte Cyclohexan und Cyclohexanon entsteht Caprolactam. Nach Reaktion mit heißem Wasser (250°C) entsteht Aminocapronsäure.  Danach bildet sich aus der Copolymerisation von Caprolactam und Aminocapronsäure Polyamid PA6. Der Prozess kann schubweise als Batch-Prozess oder fortlaufend erfolgen. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.""";;0,08;1140;;;;;0,00015;EstimatedThickness;Annahme analog zu anderen Dampfsperren (Durchschnitt);
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;;1;qm;;PE-Noppenfolie m2;;1,2;;0,00125;;;;;Schichtdicke;Name;
