UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;life span;Anmerkungen
7e083808-ffcb-4c0c-9d52-11c42c2c48e9;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;d94a2ae8-6ccf-43c4-b043-2f8cd0dae4d0;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,86;;true;true;false;true;50;
00402f5e-4a5b-48a5-b1e2-cbd4fddffbe7;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;0d5bada5-5a8e-4f9b-9151-6475819129db;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,96;;true;true;false;true;50;
7065f9ef-8969-4723-b311-c65042481dd1;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;0cbacd38-3133-4075-9b6e-123308e175e2;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;1,08;;true;true;false;true;50;
313eef35-fd80-4d4a-b8ab-96762d075cf6;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;ceecfc47-21ac-40c2-9286-8c56f875cadc;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;1,2;;true;true;false;true;50;
26730864-4f60-4274-9d38-5e0b0f0e234f;00.01.005;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;7ed0ec5a-2935-4991-b7f6-79ddbd5d08ff;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,72;;true;true;false;true;50;
199ca92f-b191-4b77-8140-2b3816bffbfc;00.01.003;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW50;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;9179d581-bbb6-4f6d-84f7-0d10a89eb9c8;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW50 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,716;;true;true;false;true;50;
25b83cc5-12f5-4c46-a5ec-1ba9c07b237e;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW75;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;37eea24c-92da-4895-952c-7a55fbf936bd;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW75 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,86;;true;true;false;true;50;
63f9442f-4701-42e7-8166-df509288cd88;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW150;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;d4cc3800-1997-4c54-bfed-413471644602;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW150 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;1,195;;true;true;false;true;50;
d8139749-44f9-4658-8528-5547d78a499a;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW125;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;1a601390-b596-43cc-a510-a01527e7dbe5;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW125 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;1,075;;true;true;false;true;50;
38fe1c7e-9dd1-4b42-bad4-3a9d3f743e2f;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW100;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;74ee2b61-d57c-4cd7-aa90-270679fc68ef;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW100 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,955;;true;true;false;true;50;
b6a0db91-964d-452a-832d-5a26887f63d1;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;e5b9a263-beb6-4d2d-950d-705b87ed417f;Profil - König GmbH & Co. KG - Deckenprofil verzinkt Hutdecke 98 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,61;;true;true;false;true;50;
fbf50d71-abb0-4567-be08-4311c679973b;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;6fd56279-26e2-4c8d-9196-28824224b29b;Profil - König GmbH & Co. KG - Deckenprofil verzinkt UD28/48 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,48;;true;true;false;true;50;
7f8a6a50-c844-40f8-808b-0e6a14fe7ce0;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;b8237a74-18b7-4dd0-9742-46303c148779;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,59;;true;true;false;true;50;
2b008167-5610-4561-86fc-4a1976048366;00.01.003;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;acc09f03-6e01-4331-addd-b44d8642f862;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt Hutdecke 98 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,61;;true;true;false;true;50;
5da65ba4-67ca-4db3-bfa1-9ccafe5f30da;00.02.002;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;1cf5fca9-4b6e-4e35-a0f9-763cf79e07aa;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt UD28/48 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,48;;true;true;false;true;50;
0571d36b-4912-4e3b-b538-00818c3d52ec;00.02.002;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;c4ae35a6-fa5d-4f00-9ca6-4ce45ba925a4;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt CD60/27 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;7874;;;0,59;;true;true;false;true;50;
f2053ffa-dd55-47c6-92ed-e98d726db546;00.01.000;Estrichmörtel-Zementestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;average dataset;1;m3;ce684689-e64d-bf83-22ca-cbea1cf9e944;1 kg Estrichmörtel-Zementestrich Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Estrichmörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Hilfsstoffe, Zusatzmittel und -stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und entweder als Werk-Trockenmörtel trocken in Gebinden oder Silos oder als Werk-Frischmörtel fertig gemischt mit Wasser ausgeliefert. Graphik 1: Herstellungsprozess (grün: Input, rot: Input der verschiedenen Sorten, blau: Einheitsprozess) Deklarierte Einheit: Abhängig von den technischen Daten, den eingesetzten Grund- und Hilfsstoffen und der praktischen Anwendung werden Estrichmörtel in die Produktgruppen Zementestrich und Calciumsulfatestrich unterteilt.  Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Estrichmörtel der Produktgruppe Zementestrich. Es werden sowohl Frisch- als auch Trockenmörtel betrachtet. Auch bei Frischmörtelprodukten wird die deklarierte Einheit auf 1 kg Trockenmasse bezogen, um die Vergleichbarkeit zu gewährleisten.;;;1500;;;;;true;false;true;true;80;
9ba8d296-ee24-4d84-bb9f-8cd0db2c846f;00.02.000;Mauermörtel-Normalmauermörtel (v.2019);Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;average dataset;1;m3;e19e6490-7fcd-daaa-d068-5c91fc772074;Mauermörtel-Normalmauermörtel Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Mauermörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Leichtzuschläge, Hilfsstoffe, Zusatzmittel und –stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und entweder als Werk-Trockenmörtel trocken in Gebinden oder Silos oder als Werk-Frischmörtel fertig gemischt mit Wasser ausgeliefert. Die Grundstoffe können im Werk auch ohne Mischen getrennt voneinander in Spezialsilos gefüllt, ausgeliefert und direkt auf der Baustelle unter Zugabe von Wasser zu gebrauchsfertigem Mörtel gemischt werden. Weiterhin besteht die Möglichkeit, bestimmte Grundstoffe vorzumischen, auszuliefern, dieser Vormischung auf der Baustelle weitere Bestandteile beizufügen und unter Zugabe von Wasser zu gebrauchsfertigem Mörtel zu mischen. Graphik 1: Herstellungsprozess (grün: Input, rot: Input der verschiedenen Sorten, blau: Einheitsprozess) Deklarierte Einheit: Abhängig von den technischen Daten, den eingesetzten Grund- und Hilfsstoffen und der praktischen Anwendung werden Mauermörtel in die Produktgruppen Normalmauermörtel, Leichtmauermörtel, Vormauermörtel / Mörtel mit besonderen Eigenschaften und Dünnbettmörtel / Mörtel mit besonderen Eigenschaften unterteilt.  Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Mauermörtel der Produktgruppe Normalmauermörtel. Es werden sowohl Frisch- als auch Trockenmörtel betrachtet. Auch bei Frischmörtelprodukten wird die deklarierte Einheit auf 1 kg Trockenmasse bezogen, um die Vergleichbarkeit zu gewährleisten.;;;1500;;;;;true;false;true;true;50;
ff8fe692-d457-48d5-947d-51c9c123f07a;00.01.000;Mauermörtel-Vormauermörtel/Mörtel mit besonderen Eigenschaften;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;average dataset;1;m3;0a511244-330d-88d8-7c83-c9a5a9826ca7;1 kg Mauermörtel-Vormauermörtel / Mörtel mit besonderen Eigenschaften Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Mauermörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Leichtzuschläge, Hilfsstoffe, Zusatzmittel und -stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und entweder als Werk-Trockenmörtel trocken in Gebinden oder Silos oder als Werk-Frischmörtel fertig gemischt mit Wasser ausgeliefert. Die Grundstoffe können im Werk auch ohne Mischen getrennt voneinander in Spezialsilos gefüllt, ausgeliefert und direkt auf der Baustelle unter Zugabe von Wasser zu gebrauchsfertigem Mörtel gemischt werden. Weiterhin besteht die Möglichkeit, bestimmte Grundstoffe vorzumischen, auszuliefern, dieser Vormischung auf der Baustelle weitere Bestandteile beizufügen und unter Zugabe von Wasser zu gebrauchsfertigem Mörtel zu mischen. Graphik 1: Herstellungsprozess (grün: Input, rot: Input der verschiedenen Sorten, blau: Einheitsprozess) Deklarierte Einheit: Abhängig von den technischen Daten, den eingesetzten Grund- und Hilfsstoffen und der praktischen Anwendung werden Mauermörtel in die Produktgruppen Normalmauermörtel, Leichtmauermörtel, Vormauermörtel/Mörtel mit besonderen Eigenschaften und Dünnbettmörtel/Mörtel mit besonderen Eigenschaften unterteilt.  Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Mauermörtel der Produktgruppe Vormauermörtel/Mörtel mit besonderen Eigenschaften. Es werden sowohl Frisch- als auch Trockenmörtel betrachtet. Auch bei Frischmörtelprodukten wird die deklarierte Einheit auf 1 kg Trockenmasse bezogen, um die Vergleichbarkeit zu gewährleisten.;;;1500;;;;;true;false;true;true;50;
38e211af-42ef-40fc-9609-725d9b5e16f4;00.01.000;Mauermörtel-Dünnbettmörtel/Mörtel mit besonderen Eigenschaften;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;average dataset;1;m3;25d32ce3-4609-f6e3-ed3b-9bf1b0087ffe;1 kg Mauermörtel-Dünnbettmörtel / Mörtel mit besonderen Eigenschaften Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Mauermörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Leichtzuschläge, Hilfsstoffe, Zusatzmittel und -stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und als Werk-Trockenmörtel trocken in Gebinden oder Silos ausgeliefert. Graphik 1: Herstellungsprozess (grün: Input, rot: Input der verschiedenen Sorten, blau: Einheitsprozess) Deklarierte Einheit: Abhängig von den technischen Daten, den eingesetzten Grund- und Hilfsstoffen und der praktischen Anwendung werden Mauermörtel in die Produktgruppen Normalmauermörtel, Leichtmauermörtel, Vormauermörtel / Mörtel mit besonderen Eigenschaften und Dünnbettmörtel / Mörtel mit besonderen Eigenschaften unterteilt.  Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Mauermörtel der Produktgruppe Dünnbettmörtel/Mörtel mit besonderen Eigenschaften. Es werden ausschließlich Trockenmörtel betrachtet.;;;1300;;;;;true;false;true;true;50;
da57ac9b-96ef-4509-b855-222c821f971f;00.01.000;Putzmörtel-Leichtputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;0de682ed-76b1-3671-e0b5-b94f05d8a127;1 kg Putzmörtel-Leichtputz Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Putzmörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Leichtzuschläge, Hilfsstoffe, Zusatzmittel und -stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und als Werk-Trockenmörtel trocken in Gebinden oder Silos ausgeliefert. Graphik 1: Herstellungsprozess (grün: Input, blau: Einheitsprozess) Deklarierte Einheit: Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Putzmörtel der Produktgruppe Leichtputz. Es werden ausschließlich Trockenmörtel betrachtet.;;;1300;;;;;true;false;true;true;50;
d4680073-0c9c-40f4-842f-c6830856812c;00.03.000;Betonpflaster- Standardstein grau mit Vorsatz;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;average dataset;1;m3;620f5250-5df3-4980-dfd4-cbd8afbfe3ea;1 m² Betonpflasterstein, 10 cm (225 kg/m²) Additional Info from Xml: Die deklarierten Betonsteine werden nach DIN EN 1338 hergestellt. Der Produktionsprozess ist stark mechanisiert und bei allen Herstellern sehr ähnlich. Der Transport auf die Baustelle erfolgt in der Regel auf Holzpaletten . Die Steine sind dabei mit Kunststoffbändern und / oder Stretch-/Abdeckfolie zu einer Ladeeinheit verpackt. Weitere Informationen auf www.betonstein.org Technische Daten: Die deklarierten Betonpflastersteine sind so hergestellt, dass sie einen ausreichenden Gleit-/Rutschwiderstand aufweisen.Folgende technische Eigenschaften sind im Lieferzustand gem. /DIN EN 1338/ Pflastersteine aus Beton gegeben: Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von    1 m² Betonpflastersteine grau mit Vorsatz mit einem mittleren Flächengewicht von 225 kg/m² und einer Pflastersteindicke von 10 cm.Jedoch werden in dieser EPD zusätzliche Informationen zum möglichen Straßenaufbau, Installationsaufwendungen, Montageverlusten und zur Entsorgung im EPD-Anhang auswiesen.;;225;2250;0,1;;;;true;true;false;false;120;wie Beton
