UUID;Name;Kategorie;Bezugsgroesse;Bezugseinheit;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;EstimatedThickness (kein genauer Wert!!);Ergänzt;Quelle;Anmerkungen;
2383b727-ea29-4030-991b-5179e784338b;Tor - Hörmann Legnica Sp. z o.o - Sporthallentor SP 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Sporthallentor SP 500;;28;;;;;;;;;Türen / Tore: ok in m²;
52db1ee8-72c2-4c45-97bd-21b9501c59be;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;;;;Türen / Tore: ok in m²;
973a5aa1-fc59-4048-98ca-a9d57290bf58;Tor - Teckentrup GmbH & Co. KG - Falttor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;;;;Türen / Tore: ok in m²;
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;Tor - Teckentrup GmbH & Co. KG - Schiebetor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;;;;Türen / Tore: ok in m²;
6e73328a-962a-43dc-9bbf-91cf6a315b42;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;;10,9;;;;;;;;;Türen / Tore: ok in m²;
4f73e527-0ca3-4d43-8686-1f18d3c6b426;Tor - Teckentrup GmbH & Co. KG - Industriesektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Industriesektionaltor;;30,4;;;;;;;;;Türen / Tore: ok in m²;
083d5e15-abcd-45d6-91de-726a16b204f1;Tor - Teckentrup GmbH & Co. KG - Rolltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Rolltor;;36,3;;;;;;;;;Türen / Tore: ok in m²;
d8d9558c-e683-456f-8167-df390df76389;Tor - Lindab A/S - Sektionaltor LDC;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Lindab A/S - Sektionaltor LDC;;21,1;;;;;;;;;Türen / Tore: ok in m²;
039317ac-7393-41b2-b91f-7816db173d24;Tor - Lindab A/S - Sektionaltor LDI;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Lindab A/S - Sektionaltor LDI;;20,3;;;;;;;;;Türen / Tore: ok in m²;
24f9f8e0-423c-4fe3-a16a-7b93efae9421;Tür - Teckentrup GmbH & Co. KG - Multifunktionstür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tür - Teckentrup GmbH & Co. KG - Multifunktionstür;;44,1;;;;;;;;;Türen / Tore: ok in m²;
85c97417-a0fa-478e-b6e1-e26b097f78a3;Garagensectionaltor-Teckentrup-Stahl;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;;10,9;;;;;;;;;Türen / Tore: ok in m²;
2708d43f-7df7-4474-afae-cc86af429b4f;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;Komposite / Systembauteile / Decken;1;qm;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;;8;;1;;;;;Schichtdicke;EPD: Deckenkassetten Material 1mm verzinktes Stahlblech;;https://www.ift-rosenheim.de/documents/10180/1807855/EPD-HSD-32.0.pdf/ba17de86-e64b-a22e-cfb8-759dcbab343a
f92dc986-1f9a-42e2-9dbb-3abc2499a1d1;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;Komposite / Systembauteile / Decken;1;qm;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;;45;;0,028;;;;;Schichtdicke;EPD: Zementgebundene Platte 28mm;;
d44f6388-8e62-4969-8e54-49a3a173f395;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;;23;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
f696ab8a-9222-42d3-96c9-02da1c8694bc;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;;38;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
f5cc97d5-95a4-4649-954f-6345b53f454a;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;;31;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
ce6e1839-54f9-42cd-ad20-940281e445dc;Getuftete Teppichfliesen LC1, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC1.;;0,4;;;;;;0,002;Flächengewicht, EstimatedThickness;https://www.forbo.com/flooring/de-de/produkte/teppichfliesen/tessera/byjms6#panel_103;Annahme angelehnt an Produkte im Link vorne: ungefähr 0,20 kg/(m² * mm);
de085c04-d8be-436c-b602-b476bca15e4c;Getuftete Teppichfliesen LC2, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC2.;;0,6;;;;;;0,003;EstimatedThickness;https://gut-prodis.eu/media/attachments/2019/03/01/lc2-epd_16-001-01-gut-getuftete-teppichfliesen-lc2-polmaterial-pa-6-schwerbeschichtung-auf-bitumenbasis.pdf, https://www.forbo.com/flooring/de-de/produkte/teppichfliesen/tessera/byjms6#panel_103;Annahme angelehnt an Produkte im Link vorne: ungefähr 0,20 kg/(m² * mm);
ee052374-fec0-4707-bfe0-863520d80b48;Getuftete Teppichfliesen LC3, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC3.;;0,8;;;;;;0,004;EstimatedThickness;https://www.forbo.com/flooring/de-de/produkte/teppichfliesen/tessera/byjms6#panel_103;Annahme angelehnt an Produkte im Link vorne: ungefähr 0,20 kg/(m² * mm);
5693c3a3-78ad-43be-bf5c-1d5486f24af3;Getuftete Teppichfliesen LC4, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC4.;;1;;;;;;0,005;EstimatedThickness;https://www.forbo.com/flooring/de-de/produkte/teppichfliesen/tessera/byjms6#panel_103;Annahme angelehnt an Produkte im Link vorne: ungefähr 0,20 kg/(m² * mm);
ea1e97c0-5232-43cf-b56a-adde6e3e5916;Getuftete Teppichfliesen LC5, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC5 mit einem maximalen Nutzschichtgewicht von 1200g/m².;;1,2;;;;;;0,006;EstimatedThickness;https://www.forbo.com/flooring/de-de/produkte/teppichfliesen/tessera/byjms6#panel_103;Annahme angelehnt an Produkte im Link vorne: ungefähr 0,20 kg/(m² * mm);
76ab64f6-6d08-4b67-8cd7-13d26e68d95a;Fußbodenbelag mehrschichtiges Nadelvlies (Dicke 0,006 m);Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;Nadelvlies Bodenbelag;;1,4;;0,006;;;;;Schichtdicke;Name;;
ff9336ea-fb7f-4299-8a40-5e9a28538c85;Bitumenbahnen PYE PV 200 S5 (ungeschiefert) (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;1;qm;Bitumenbahnen PYE PV 200 S5 (ungeschiefert) (m2);;5,21;;0,004;;;;;Schichtdicke;Name;;
d56bd904-09a0-4d30-bdbe-5d4f892cc12b;Bitumenbahnen PYE-PV 200 S5 ns (geschiefert) (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;1;qm;Bitumenbahnen PYE-PV 200 S5 ns (geschiefert) (m2);;6,2;;0,004;;;;;Schichtdicke;Name;;
73d1c1b7-d509-44c8-8518-848babdd7c01;Bitumenbahnen V 60 (Dicke 0,005 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;1;qm;Bitumenbahn V 60 m2;;5;;0,005;;;;;Schichtdicke;Name;;
64da45fc-f415-4875-8a4e-7c23fe7a7aa9;Bitumenbahnen G 200 S4 (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;1;qm;Bitumenbahn G 200 S4;;5;;0,004;;;;;Schichtdicke;Name;;
aaf4baca-7530-435b-8736-0bd3bb51e36d;ECB Kunststoff-Dachbahn nach DIN 16729 (mit PES Vlies);Kunststoffe / Dachbahnen / ECB-Dachbahnen (Ethylen-Copolymer-Bitumen);1;qm;ECB Kunststoff-Dachbahn (mit PES Vlies) [m2];;2,32;;0,002;;;;;Schichtdicke;https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aaf4baca-7530-435b-8736-0bd3bb51e36d&version=20.19.120&stock=OBD_2021_I&lang=de;;
341e2e42-dab2-427b-86f6-a80c701b6071;Dachbahnen EPDM (Dicke 0,0015 m);Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;1;qm;Dachbahn EPDM (m2);;2;;0,0015;;;;;Schichtdicke;Name;;
9179f12a-8fef-4319-a150-a6bb1286c37c;BauderTHERMOPLAN;Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;1;qm;1 m² BauderTHERMOPLAN T(12/15/16/18/20) und T (15/18/20) V Additional Info from Xml: Die Fertigung der FPO Dach- und Dichtungsbahnen erfolgt in einem einstufigen Verfahren. Die Mischung und Plastifizierung der Rohstoffe auf den Extrudern erfolgt getrennt für Ober- und Unterfolie. Die Polyestergewebeverstärkung wird zuerst mit der Unterfolie danach mit der Oberfolie beschichtet. Ein Teil der FPO Dach- und Dichtungsbahnen erhält eine unterseitige Spezialvlieskaschierung. Nach Abkühlung und endgültigem Randbeschnitt werden die Produkte konfektioniert. Alle anfallenden Produktionsabfälle werden recycelt und dem Fertigungsprozess direkt wieder zugeführt. Eine permanente Messung der Produktqualität und kontinuierliche Verbesserung der internen Prozesse wird durch den Einsatz des Qualitätsmanagement-systems nach /DIN EN ISO 9001/ gewährleistet. - Systemgrenzen: Wiege bis Bahre mit Optionen. - Transporte: es werden sämtliche Transporte im Lebenszyklus berücksichtigt. - Repräsentativität der EPD: Alle Datensätze wurden entsprechend den lokalen Gegebenheiten bestmöglich ausgewählt (u.a. EU-Datensätze ab Transport zur Baustelle). - Abfälle: Es existieren insgesamt zwei Szenarien, die einzeln genutzt werden können, da es sich jeweils um ein 100 % Szenario handelt (KEINE Mischszenarien). Deklarierte Einheit: Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOPLAN Dach- und Dichtungsbahn-Varianten T (12/15/16/18/20) und  T (15/18/20) V inklusive der Verpackungsmaterialien.;;2,21;;0,0016;;;;;Schichtdicke;Aus der EPD https://www.bauder.de/de/unternehmen/wir-stellen-uns-vor/unsere-zukunft/umwelt-produktdeklarationen.html : Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOPLAN Dach- und Dichtungsbahn-Varianten T (12/15/16/18/20) und T (15/18/20) V inklusive der Verpackungsmaterialien.;"Diesen Datensatz kann man nur in m² nutzen; Durchschnitt aus verschiedenen Dicken (1,2 bis 2,0 mm)";
10f0560b-4b39-484c-8159-a5545acc7ca3;BauderTHERMOFIN;Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;1;qm;1 m² BauderTHERMOFIN F (12/15/16/18/20) und F (15/18/20) V Additional Info from Xml: Die Fertigung der FPO Dach- und Dichtungsbahnen erfolgt in einem einstufigen Verfahren. Die Mischung der und Plastifizierung der Rohstoffe auf den Extrudern erfolgt getrennt für Ober- und Unterfolie. Die Glasvliesverstärkung wird zuerst mit der Unterfolie danach mit der Oberfolie beschichtet. Ein Teil der FPO Dach- und Dichtungsbahnen erhält eine unterseitige Spezialvlieskaschierung. Nach Abkühlung und endgültigem Randbeschnitt werden die Produkte konfektioniert. Alle anfallenden Produktionsabfälle werden recycelt und dem Fertigungsprozess direkt wieder zugeführt. Eine permanente Messung der Produktqualität und kontinuierliche Verbesserung der internen Prozesse wird durch den Einsatz des Qualitätsmanagement-systems nach /DIN EN ISO 9001/ gewährleistet. - Systemgrenzen: Wiege bis Bahre mit Optionen. - Transporte: es werden sämtliche Transporte im Lebenszyklus berücksichtigt. - Repräsentativität der EPD: Alle Datensätze wurden entsprechend den lokalen Gegebenheiten bestmöglich ausgewählt (u.a. EU-Datensätze ab Transport zur Baustelle). - Abfälle: Es existieren insgesamt zwei Szenarien, die einzeln genutzt werden können, da es sich jeweils um ein 100 % Szenario handelt (KEINE Mischszenarien). Deklarierte Einheit: Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOFIN Dach- und Dichtungsbahn-Varianten F (12/15/16/18/20) und  F (15/18/20) V inklusive Verpackungsmaterialien.;;1934;;;;;517;0,0016;EstimatedThickness;Durchschnitt aus Dicken der Varianten (1,2-2,0 mm);"Diesen Datensatz kann man nur in m² nutzen; Alternativ: Feste Dicke annehmen";
bff01a9a-6b09-429f-b7ff-17d84fbef7ec;EVA-Dachbahnen;Kunststoffe / Dachbahnen / EVA-Dachbahnen (Etylen-Vinylacetat);1;qm;EVA-Dachbahn (m2);;2;;;;;;0,0015;Schichtdicke;https://alwitra.de/dachbahnen/evalon/;"Diesen Datensatz kann man nur in m² nutzen; Dicke nur für U-Wert-Berechnung, daher nur Annahme (laut Quelle)";
e24a3ad6-9df3-4165-b8f0-393211a7838a;Rhepanol hfk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hfk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hfk mit einem rückseitigen Kunststoffvlies verstärkt. Herstellung: Die Herstellung der Rhepanol hfk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf einen Kalander gegeben, der die Bahn ausformt. In einem weiteren Prozessschritt wird in gleicher Weise die Oberfolie hergestellt und auf die bereits bestehende Unterfolie aufgebracht. Anschließend werden Kunststoffbahn und Polyestervlies kraftschlüssig zusammengefügt. Am Ende des Fertigungsprozesses erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk 1,5 mm.;;1934;;0,0015;;;517;;Schichtdicke ergänzt, Flächengewicht korrigiert;Aus der EPD: Gültigkeitsbereich: Die Deklaration gilt für die Dachbahn Rhepanol hfk mit der Dicke 1,5 mm, die in 68199 MannheimNeckarau gefertigt wird.;;
aa728ab7-e807-4cbf-9769-973a674cbe13;Rhepanol hfk-sk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hsk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hsk mit einer Glasvlies- und einer Kunststoffvlieseinlage verstärkt und enthält eine Selbstklebeschicht. Angaben variieren je nach Farbe, Kaschierung und Klebeschicht. Herstellungsprozess: Die Herstellung von Rhepanol hsk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf den Kalander gegeben, der die Bahnen ausformt. Ein Dublierkalander führt dann jeweils zwei Kunststoffbahnen mit Glasvlies-, Kunststoffvlies und Selbstklebebeschichtung zusammen. Am Ende des Dublierkalanders erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk-sk 1,5 mm.;;2139;;0,0015;;;468;;Schichtdicke ergänzt, Flächengewicht korrigiert;;;
4f4e989b-bd5e-4d85-9a50-53f3c61eea70;PVC-Dachbahnen (Dicke 0,0012 m);Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;PVC-Dachbahn (m2);;1,5;;0,0012;;;;;Schichtdicke;Name;;
8d06b1df-e898-4009-adee-57ca44aaafcc;BauderTHERMOFOL;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² BauderTHERMOFOL U (12/15/18/20/24), U (15/18/20) V und M (12/15/18/20) Additional Info from Xml: Die Fertigung der PVC-P Dach- und Dichtungsbahnen erfolgt in einem zweistufigen Verfahren: Im ersten Schritt werden die Rohstoffe zusammen gemischt und auf einem Extruder plastifiziert. Die Kunststoffmasse wird auf einem Kalander zu Folien ausgewalzt. Im zweiten Schritt erhalten die Folien eine mittige Polyestergewebeverstärkung. Ein Teil der PVC-P Dach- und Dichtungsbahnen erhält eine unterseitige Spezialvlieskaschierung. Nach Abkühlung und endgültigem Randbeschnitt werden die Produkte konfektioniert. Alle anfallenden Produktionsabfälle werden innerbetrieblich recycelt und dem Fertigungsprozess direkt wieder rückgeführt. Eine permanente Messung der Produktqualität und kontinuierliche Verbesserung der internen Prozesse wird durch den Einsatz des Qualitätsmanagementsystems nach /DIN EN ISO 9001/ gewährleistet. - Systemgrenzen: Wiege bis Bahre mit Optionen. - Transporte: es werden sämtliche Transporte im Lebenszyklus berücksichtigt. - Repräsentativität der EPD: Alle Datensätze wurden entsprechend den lokalen Gegebenheiten bestmöglich ausgewählt (u.a. EU-Datensätze ab Transport zur Baustelle). - Abfälle: Es existieren insgesamt zwei Szenarien, die einzeln genutzt werden können, da es sich jeweils um ein 100 % Szenario handelt (KEINE Mischszenarien). Deklarierte Einheit: Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOFOL Dachbahn-Varianten U (12/15/18/20/24), U (15/18/20) V und  M (12/15/18/20) inklusive Verpackungsmaterialien.;;1938;;0,0018;;;;;Schichtdicke;Aus der EPD https://www.bauder.de/de/unternehmen/wir-stellen-uns-vor/unsere-zukunft/umwelt-produktdeklarationen.html : Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOPLAN Dach- und Dichtungsbahn-Varianten T (12/15/16/18/20) und T (15/18/20) V inklusive der Verpackungsmaterialien.;"Diesen Datensatz kann man nur in m² nutzen; Alternativ: Feste Dicke annehmen";
d4523d5d-6956-4717-99d4-9a7aa1ebde99;Tectofin RV;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² Tectofin RV Additional Info from Xml: Polyvinylchlorid40 - 45M-% Adipinsäurpolyester25 - 30M-% Biocide Ausrüstung0 - 1M-% FlammschutzkeineM-% Füllstoff (1)10 - 14M-% Ca/Zn Stabilisator2,0 - 3,0M-% Epoxiertes Sojabohnenöl2,0 - 3,0 M-% AdditivekeineM-% Titandioxid (1)4 - 5M-% Ruß0 – 2,0M-% Schlagzähmodifizierer1,5 - 2,5M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mischer zusammengeführt und gemischt und anschließend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsverfahren die komplette Dichtschicht in einem Arbeitsschritt gefertigt. Nach dem Austritt aus der Breitschlitzdüse wird im Walzenspalt das zugeführte Polyestervlies mit Druck im Walzenspalt mit der Bahn verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die TECTOFIN RV Bahn über keine mittige Verstärkung oder Einlage verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn TECTOFIN RV mit der Dicke 1,5 mm. Die Bahnen werden lose mit Auflast oder streifenweise bzw. vollflächig mit Systemklebstoffen verklebt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2;;0,0015;;;0,5;;Schichtdicke;Referenz-Flussname;;
97c15191-118f-4b6b-a55a-e241ea1690a4;Wolfin M;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² Wolfin M 1,5 mm Additional Info from Xml: Polyvinylchlorid50 - 55M-% Adipinsäurepolyester30 - 35M-% Biocide AusrüstungkeineM-% FlammschutzkeineM-% Füllstoff (1)2,0 - 8,0M-% Ca/Zn Stabilisator1,0 - 2,0M-% Epoxiertes Sojabohnenöl1,5 - 2,5M-% AdditivekeineM-% Titandioxid (1)0 - 10M-% Ruß0 – 2,0M-% Schlagzähmodifizierer5,0 - 15,0M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mi­scher zusammengeführt und gemischt und anschlie­ßend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsver­fahren die untere Schicht gefertigt und im Walzenspalt geprägt und mit der Glasgitterverstärkung verbunden. Über eine Kühlstrecke wird dieses Vormaterial auf eine Großdocke gewickelt. Im zweiten Arbeitsgang wird die Rezeptur wie zuvor beschrieben gemischt und plastifiziert. Nach Austritt aus der Breitschlitzdüse wird die zugeführte Unterschicht aus WOLFIN Bahnenmaterial mit Verstärkung mit der WOLFIN Oberschicht durch Temperatur und Druck im Walzenspalt verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die mittig verstärkte WOLFIN M Bahn über einen beidseitigen homogenen Bahnenrand verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn WOLFIN M. Es wird die Dicke 1,5 mm deklariert, in Kapitel 5 ist der Faktor zur Berechnung von WOLFIN M 2 mm angegeben. Die Bahnen werden lose mit Auflast oder mechanisch befestigt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2,02;;0,0015;;;495;;Schichtdicke;Referenz-Flussname;;
b1ea7c10-4471-4485-95bf-7dc0a00025b6;Kraftpapier;Kunststoffe / Folien und Vliese / Baupappen;1;qm;Kraftpapier m2;;0,08;;;;;;;;Das Flächengewicht kann zwischen 40-135 g/m2 betragen;;
bc50a404-ddf0-4f37-b62f-95130786b004;Dampfbremse PET gitterverstärkt (Dicke 0,0001 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PET m2;;0,12;;0,0001;;;;;Schichtdicke;Name;;
99792cbc-c5f4-4d2d-bc9e-3790509891a0;Dampfbremse PE (Dicke 0,0002 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PE (m2);;0,2;;0,0002;;;;;Schichtdicke;Name;;
4bb6f0f6-178c-41e0-8700-bd597f23ccb8;Dampfbremse PA;Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PA;;0,08;;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; ";
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;1;qm;PE-Noppenfolie m2;;1,2;;0,00125;;;;;Schichtdicke;Name;;
900336a3-b5f9-4c40-91a9-f9551f84ac64;PE-HD mit PP-Vlies zur Abdichtung;Kunststoffe / Folien und Vliese / Folien zur Abdichtung;1;qm;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; ";
