UUID;Name;Kategorie;Bezugsgroesse;Bezugseinheit;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Ergänzt;Quelle;Anmerkungen
bff01a9a-6b09-429f-b7ff-17d84fbef7ec;EVA-Dachbahnen;Kunststoffe / Dachbahnen / EVA-Dachbahnen (Etylen-Vinylacetat);1;qm;EVA-Dachbahn (m2);;2;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; "
e24a3ad6-9df3-4165-b8f0-393211a7838a;Rhepanol hfk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hfk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hfk mit einem rückseitigen Kunststoffvlies verstärkt. Herstellung: Die Herstellung der Rhepanol hfk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf einen Kalander gegeben, der die Bahn ausformt. In einem weiteren Prozessschritt wird in gleicher Weise die Oberfolie hergestellt und auf die bereits bestehende Unterfolie aufgebracht. Anschließend werden Kunststoffbahn und Polyestervlies kraftschlüssig zusammengefügt. Am Ende des Fertigungsprozesses erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk 1,5 mm.;;1934;;0,0015;;;517;Schichtdicke ergänzt, Flächengewicht korrigiert;Aus der EPD: Gültigkeitsbereich: Die Deklaration gilt für die Dachbahn Rhepanol hfk mit der Dicke 1,5 mm, die in 68199 MannheimNeckarau gefertigt wird.;
aa728ab7-e807-4cbf-9769-973a674cbe13;Rhepanol hfk-sk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hsk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hsk mit einer Glasvlies- und einer Kunststoffvlieseinlage verstärkt und enthält eine Selbstklebeschicht. Angaben variieren je nach Farbe, Kaschierung und Klebeschicht. Herstellungsprozess: Die Herstellung von Rhepanol hsk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf den Kalander gegeben, der die Bahnen ausformt. Ein Dublierkalander führt dann jeweils zwei Kunststoffbahnen mit Glasvlies-, Kunststoffvlies und Selbstklebebeschichtung zusammen. Am Ende des Dublierkalanders erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk-sk 1,5 mm.;;2139;;0,0015;;;468;Schichtdicke ergänzt, Flächengewicht korrigiert;;
4f4e989b-bd5e-4d85-9a50-53f3c61eea70;PVC-Dachbahnen (Dicke 0,0012 m);Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;PVC-Dachbahn (m2);;1,5;;0,0012;;;;Schichtdicke;Name;
8d06b1df-e898-4009-adee-57ca44aaafcc;BauderTHERMOFOL;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² BauderTHERMOFOL U (12/15/18/20/24), U (15/18/20) V und M (12/15/18/20) Additional Info from Xml: Die Fertigung der PVC-P Dach- und Dichtungsbahnen erfolgt in einem zweistufigen Verfahren: Im ersten Schritt werden die Rohstoffe zusammen gemischt und auf einem Extruder plastifiziert. Die Kunststoffmasse wird auf einem Kalander zu Folien ausgewalzt. Im zweiten Schritt erhalten die Folien eine mittige Polyestergewebeverstärkung. Ein Teil der PVC-P Dach- und Dichtungsbahnen erhält eine unterseitige Spezialvlieskaschierung. Nach Abkühlung und endgültigem Randbeschnitt werden die Produkte konfektioniert. Alle anfallenden Produktionsabfälle werden innerbetrieblich recycelt und dem Fertigungsprozess direkt wieder rückgeführt. Eine permanente Messung der Produktqualität und kontinuierliche Verbesserung der internen Prozesse wird durch den Einsatz des Qualitätsmanagementsystems nach /DIN EN ISO 9001/ gewährleistet. - Systemgrenzen: Wiege bis Bahre mit Optionen. - Transporte: es werden sämtliche Transporte im Lebenszyklus berücksichtigt. - Repräsentativität der EPD: Alle Datensätze wurden entsprechend den lokalen Gegebenheiten bestmöglich ausgewählt (u.a. EU-Datensätze ab Transport zur Baustelle). - Abfälle: Es existieren insgesamt zwei Szenarien, die einzeln genutzt werden können, da es sich jeweils um ein 100 % Szenario handelt (KEINE Mischszenarien). Deklarierte Einheit: Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOFOL Dachbahn-Varianten U (12/15/18/20/24), U (15/18/20) V und  M (12/15/18/20) inklusive Verpackungsmaterialien.;;1938;;;;;;;Aus der EPD https://www.bauder.de/de/unternehmen/wir-stellen-uns-vor/unsere-zukunft/umwelt-produktdeklarationen.html : Die deklarierte Einheit ist 1 m² des nach der Produktionsmenge gewichteten Mittels für die mechanisch oder unter Auflast befestigten, mittels Heißluft abgedichteten THERMOFOL Dachbahn-Varianten U (12/15/18/20/24), U (15/18/20) V und M (12/15/18/20) inklusive Verpackungsmaterialien.Korrigiert auf 1,938 kg/m²;"Diesen Datensatz kann man nur in m² nutzen; Alternativ: Feste Dicke annehmen"
d4523d5d-6956-4717-99d4-9a7aa1ebde99;Tectofin RV;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² Tectofin RV Additional Info from Xml: Polyvinylchlorid40 - 45M-% Adipinsäurpolyester25 - 30M-% Biocide Ausrüstung0 - 1M-% FlammschutzkeineM-% Füllstoff (1)10 - 14M-% Ca/Zn Stabilisator2,0 - 3,0M-% Epoxiertes Sojabohnenöl2,0 - 3,0 M-% AdditivekeineM-% Titandioxid (1)4 - 5M-% Ruß0 – 2,0M-% Schlagzähmodifizierer1,5 - 2,5M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mischer zusammengeführt und gemischt und anschließend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsverfahren die komplette Dichtschicht in einem Arbeitsschritt gefertigt. Nach dem Austritt aus der Breitschlitzdüse wird im Walzenspalt das zugeführte Polyestervlies mit Druck im Walzenspalt mit der Bahn verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die TECTOFIN RV Bahn über keine mittige Verstärkung oder Einlage verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn TECTOFIN RV mit der Dicke 1,5 mm. Die Bahnen werden lose mit Auflast oder streifenweise bzw. vollflächig mit Systemklebstoffen verklebt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2;;0,0015;;;0,5;Schichtdicke;;
97c15191-118f-4b6b-a55a-e241ea1690a4;Wolfin M;Kunststoffe / Dachbahnen / PVC-Dachbahnen;1;qm;1 m² Wolfin M 1,5 mm Additional Info from Xml: Polyvinylchlorid50 - 55M-% Adipinsäurepolyester30 - 35M-% Biocide AusrüstungkeineM-% FlammschutzkeineM-% Füllstoff (1)2,0 - 8,0M-% Ca/Zn Stabilisator1,0 - 2,0M-% Epoxiertes Sojabohnenöl1,5 - 2,5M-% AdditivekeineM-% Titandioxid (1)0 - 10M-% Ruß0 – 2,0M-% Schlagzähmodifizierer5,0 - 15,0M-% Herstellung: Die Grundstoffe der Rezeptur werden in einem Mi­scher zusammengeführt und gemischt und anschlie­ßend in einem Extruder geknetet und plastifiziert. Durch eine Breitschlitzdüse wird im Extrusionsver­fahren die untere Schicht gefertigt und im Walzenspalt geprägt und mit der Glasgitterverstärkung verbunden. Über eine Kühlstrecke wird dieses Vormaterial auf eine Großdocke gewickelt. Im zweiten Arbeitsgang wird die Rezeptur wie zuvor beschrieben gemischt und plastifiziert. Nach Austritt aus der Breitschlitzdüse wird die zugeführte Unterschicht aus WOLFIN Bahnenmaterial mit Verstärkung mit der WOLFIN Oberschicht durch Temperatur und Druck im Walzenspalt verbunden. Über Kühlwalzen erfolgt die Abkühlung der Bahn. Auf dem Weg zur Konfektionierung erhält die Bahn einen eindeutigen Bahnenaufdruck inkl. Chargennummmer zur Rückverfolgbarkeit. Die Bahn wird auf die entsprechende Breite zugeschnitten. Da die mittig verstärkte WOLFIN M Bahn über einen beidseitigen homogenen Bahnenrand verfügt, können die Randabschnitte komplett recycelt und dem Produktionsprozess wieder zugeführt werden. Die Produktion ist nach /DIN EN ISO 9001/ zertifiziert. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn WOLFIN M. Es wird die Dicke 1,5 mm deklariert, in Kapitel 5 ist der Faktor zur Berechnung von WOLFIN M 2 mm angegeben. Die Bahnen werden lose mit Auflast oder mechanisch befestigt verlegt. Die Auflast oder Befestigungselemente sind nicht in dieser Produktdeklaration enthalten.;;2,02;;0,0015;;;495;Schichtdicke;;
b1ea7c10-4471-4485-95bf-7dc0a00025b6;Kraftpapier;Kunststoffe / Folien und Vliese / Baupappen;1;qm;Kraftpapier m2;;0,08;;;;;;;Das Flächengewicht kann zwischen 40-135 g/m2 betragen;
bc50a404-ddf0-4f37-b62f-95130786b004;Dampfbremse PET gitterverstärkt (Dicke 0,0001 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PET m2;;0,12;;0,0001;;;;Schichtdicke;Name;
99792cbc-c5f4-4d2d-bc9e-3790509891a0;Dampfbremse PE (Dicke 0,0002 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PE (m2);;0,2;;0,0002;;;;Schichtdicke;Name;
4bb6f0f6-178c-41e0-8700-bd597f23ccb8;Dampfbremse PA;Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PA;;0,08;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; "
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;1;qm;PE-Noppenfolie m2;;1,2;;0,00125;;;;Schichtdicke;Name;
900336a3-b5f9-4c40-91a9-f9551f84ac64;PE-HD mit PP-Vlies zur Abdichtung;Kunststoffe / Folien und Vliese / Folien zur Abdichtung;1;qm;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; "
d9a1408e-b6bf-4fac-9b94-d89b580cc131;Fortrac® MPT;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;1 m2 geosynthetisches Gitter Additional Info from Xml: Die Herstellung der Gitterstruktur erfolgt auf Textilmaschinen. Die Querfäden (CMD) bestehen vollständig aus Polyamid, die Längsfäden (MD) aus Polyvinylalkohol.Die Produkte werden entweder gewebt, oder geraschelt. Beim Rascheln wird im Gegensatz zum Webprozess auch Polyester als Bindekette verwendet. Anschließend wird auf die Geogitter eine Polymer-Schutzummantelung aufgebracht. Die feste Rollengröße des geosynthetischen Gitters beträgt 1000m² mit einer Breite von 5 Metern. Nachdem das Garn zu einem synthetischen Maschengitter verarbeitet worden ist, wird das Garn mit Beschichtungspaste benetzt und in einem Durchlaufofen getrocknet. Dabei wird das neu entstandene Produkt Fortrac® MPT auf ein Papprohr aufgewickelt und verpackt. Technische Daten: Das folgende Kapitel enthält Angaben über die Leistung der Produkte in Bezug auf deren wesentliche Merkmale gemäß EN 13249 ff. soweit sie in der Leistungserklärung enthalten und spezifiziert sind. Deklarierte Einheit: Die Ökobilanz wurde für jeden Produktartikel einzeln aufgestellt. Die Ökobilanzergebnisse wurden anschließend summiert und über die gesamte Produktionsmenge gemittelt. Als deklarierte Einheit wurde gemäß /PCR Teil B/ 1 m2 geosynthetisches Geogitter gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Produktartikel können der folgenden Tabelle entnommen werden.;;0,36;;;;;2,75;Flächengewicht;Aus der EPD https://www.oekobaudat.de/OEKOBAU.DAT/resource/sources/4cf1b21f-c6d7-4d2c-b0aa-e8cf2ef15a69/Fortrac_MPT.pdf?version=00.01.000 Die Ökobilanz wurde für jeden Produktartikel einzeln aufgestellt. Die Ökobilanzergebnisse wurden anschließend summiert und über die gesamte Produktionsmenge gemittelt. Als deklarierte Einheit wurde gemäß /PCR Teil B/ 1 m2 geosynthetisches Geogitter gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Produktartikel können der folgenden Tabelle entnommen werden. Flächengewicht /DIN EN ISO 9864/ 155 - 500 g/m2;"Diesen Datensatz kann man nur in m² nutzen; oder: Durchschnitt 0,3275 kg/m²"
4623cdde-5fb5-41ee-bda5-4ea48e9ebb3a;Stabilenka®;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;1 m2 geosynthetisches Gewebe Additional Info from Xml: Die Herstellung der Gewebestruktur erfolgt auf Textilmaschinen. Dabei werden die Produktartikel Stabilenka® 100/50 bis 200/45 gewebt, die Produktartikel Stabilenka® 300/50 bis 1000/100 werden geraschelt. Die Querfäden (Schuss) und die Längsfäden (Kette) bestehen vollständig aus Polyester. Je nach Typ beträgt die Rollengröße des Geogewebes zwischen 500 und 1.500m² bei einer Breite von 5 Metern. Das Geogewebe wird auf Stahlrohren aufgerollt und mit PE-Folie verpackt. Technische Daten: Das folgende Kapitel enthält Angaben über die Leistung der Produkte in Bezug auf deren wesentliche Merkmale gemäß EN 13249 ff. soweit sie in der Leistungserklärung enthalten und spezifiziert sind. Deklarierte Einheit: Zur Durchschnittsbildung wurden die Ökobilanzergebnisse der einzelnen Produktartikel addiert und über die Anzahl an Produktartikeln gemittelt. Die spezifischen Werte lassen sich für jeden Produktartikel über den Flächenbezug herleiten.Als deklarierte Einheit wurde gemäß /PCR Teil B/ 1 m2 geosynthetisches Gewebe gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Produktartikel können der folgenden Tabelle entnommen werden.;;;;;;;1,23;;Stabilenka® ist ein hochwertiges, wasserdurchlässiges Gewebe zur Bodenbewehrung. → KG 500;Geotextilien → Außenbereich
79512d1c-6c63-4d30-b368-16b24737ddb1;Tensar TriAX TX 130 S-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 130S-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;281;;0,01;;;;;Aus der EPD: Declared product /declared unit 1 m2 geogrid;Geotextilien → Außenbereich
30d039df-678c-4a2b-9b0d-0985348d9bc1;Tensar TriAX TX 130 S-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 130S-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;368;;0,01;;;;;;Geotextilien → Außenbereich
ff763631-3fad-4cfe-bcd8-3a6ae400520f;Tensar TriAX TX 130S Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 130S Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;184;;0,01;;;;;;Geotextilien → Außenbereich
8fcd6530-5227-465f-9f5a-0dd17fb0a11e;Tensar TriAX TX 140 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 140 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;175;;0,01;;;;;;Geotextilien → Außenbereich
1c8b079d-8a3e-4eef-ab8e-3f1c185dcffa;Tensar TriAX TX 150 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 150 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;189;;0,01;;;;;;Geotextilien → Außenbereich
5427c2a5-0158-479a-826d-64d467556edb;Tensar TriAX TX 150-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 150-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;367;;0,01;;;;;;Geotextilien → Außenbereich
eb987474-1dbc-4b50-a9c5-36b138bb051e;Tensar TriAX TX 160 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 160 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;231;;0,01;;;;;;Geotextilien → Außenbereich
23e32f6f-42b1-4468-abae-e8be9fe9fd46;Tensar TriAX TX 160-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 160-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;348;;0,01;;;;;;Geotextilien → Außenbereich
a4a4bf14-7133-48ed-89d4-b3fc68e86c7c;Tensar TriAX TX 170 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 170 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;273;;0,01;;;;;;Geotextilien → Außenbereich
1e7a529a-d2fa-4ef5-92de-0af69eeb7b86;Tensar TriAX TX 170-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 170-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;437;;0,01;;;;;;Geotextilien → Außenbereich
2912f061-b8eb-4173-aeac-cf71ff9d9e62;Tensar TriAX TX 180 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 180 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;315;;0,01;;;;;;Geotextilien → Außenbereich
055e59ef-f034-430d-9ee1-db993dfa3a7a;Tensar TriAX TX 190L Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 190L Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;318;;0,01;;;;;;Geotextilien → Außenbereich
55141e01-120e-4766-a4ec-15f62d40017a;Tensar TriAX TX 190L-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 190L-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;434;;0,01;;;;;;Geotextilien → Außenbereich
9acfcfb5-e1ad-4490-bad1-096a76cf23b6;Tensar TriAX TX 190L-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 190L-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;1;;0,01;;;;;;Geotextilien → Außenbereich
54611e43-ebcd-41a4-a16c-356e8780e3c9;Tensar TriAX TX 190L-GN Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 190L-GN Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;628;;0,01;;;;;;Geotextilien → Außenbereich
63bb567f-e2c7-46c7-947f-edf620f1064f;Tensar TriAX TX 5 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 5 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;189;;0,01;;;;;;Geotextilien → Außenbereich
ffd9a444-d0cb-47a2-bc25-32c19c85979b;Tensar TriAX TX 7 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Tensar TriAX TX 5 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;189;;0,01;;;;;;Geotextilien → Außenbereich
5662c927-cd47-46e5-b753-925db31b9870;Sonnenschutztuch;Kunststoffe / Folien und Vliese / Technische Textilien;1;qm;Textil-Sonnenschutz;;0,4;;;;;;;;Sonnenscutz. Ok in m² 
deb7fe73-3eb8-4f80-937b-7ce3a0a977ed;Unterspannbahn PP (Dicke 0,00015 m);Kunststoffe / Folien und Vliese / Unterspannbahn;1;qm;Unterspannbahn PP m2;;0,15;;0,00015;;;;Schichtdicke;Name;
a92bd5a5-7cef-4050-8659-20a8d5a7a72b;Unterspannbahn PUR auf PET-Vlies (Dicke 0,0005 m);Kunststoffe / Folien und Vliese / Unterspannbahn;1;qm;Unterspannbahn PUR auf PET-Vlies m2;;0,2;;0,0005;;;;Schichtdicke;Name;
8a37ac61-585c-43a8-9773-10fce30096e4;Folie für Gründach (Dicke 0,001 m);Kunststoffe / Folien und Vliese / Unterspannbahn;1;qm;Kunststofffolie (unspezifisch) m2;;1,13;;1;;;;Schichtdicke;Name;
66a90b47-27b8-46ce-830e-8ed22f4165d8;Unterspannbahn PE gewebeverstärkt (Dicke 0,00015 m);Kunststoffe / Folien und Vliese / Unterspannbahn;1;qm;Unterspannbahn PE gewebeverstärkt m2;;0,14;;0,00015;;;;Schichtdicke;Name;
785d5ac4-c69d-4e00-941e-26433c1d023d;Aluminiumfolie (d=0,1 mm);Metalle / Aluminium / Aluminiumfolie;1;qm;Aluminiumfolie [m2];;0,28;;0,0001;;;;Schichtdicke;Name;
93eac197-0003-41ea-b81f-e517dd3389fb;Metallbeschichtung (wasserbasiert);Metalle / Oberflächenbehandlung und Beschichtung von Metallen / (Nass-) Lackieren von Metallen;1;qm;Metallbeschichtung (wasserbasiert) (m2);;0,29;;;;;;;;"nur in Verbindung mit Metall möglich; Beschichtung → ok in m²?"
118d1b5e-5f22-4d04-8711-c4b02de02209;Metalllack (lösemittelbasiert);Metalle / Oberflächenbehandlung und Beschichtung von Metallen / (Nass-) Lackieren von Metallen;1;qm;Metalllack (lösemittelbasiert) (m2);;0,21;;;;;;;;"nur in Verbindung mit Metall möglich; Beschichtung → ok in m²?"
ecf20fae-fe11-41ad-b248-8b4118fd7cc7;Eloxiertes Aluminiumblech;Metalle / Oberflächenbehandlung und Beschichtung von Metallen / Anodisieren von Aluminium;1;qm;Aluminium (eloxiert, m2);;1;;;;;;;;"nur in Verbindung mit Aluminium möglich; Beschichtung → ok in m²?"
d61a6f60-bcca-4bf6-a151-bd076b4c3366;Pulverbeschichten von Metallen;Metalle / Oberflächenbehandlung und Beschichtung von Metallen / Pulverbeschichten;1;qm;Pulverbeschichtetes Metall, pro m2;;0,18;;;;;;;;"nur in Verbindung mit Metall möglich; Beschichtung → ok in m²?"
58cd0d81-3a5c-43be-b94c-2979f4e30f80;pladur®;Metalle / Stahl und Eisen / Stahlbleche;1;qm;1 m² pladur® Additional Info from Xml: Diese EPD bezieht sich auf den Fertigungsweg und Prozess für kontinuierlich schmelztauchveredelte Bleche und Bänder, die mit einer organischen Beschichtung versehen sind. Technische Daten: Technologische Werte: nach DIN EN 10346: 2009, s. Tabelle. Deklarierte Einheit: Die Deklaration bezieht sich auf 1 m² organisch beschichtetes Stahlblech (Referenz-Stärke 0,78mm) . Die deklarierte Einheit bezieht sich auf „Produkt am Werkstor“. Installationsmaterial und Verluste in der Installationsphase sind nicht berücksichtigt. Die Tabelle unten zeigt die Konfiguration für 1 m² Stahlblech.Für pladur®-Produkte in anderen als der Referenz-Stärke, ist die lineare Umrechnung der Ökobilanzergebnisse über kg notwendig.;;6084;;0,00078;;;164;Schichtdicke;Referenz-Schichtdicke 0,78mm;
50c9e674-afd9-456c-9440-6506bec6d55b;Feuerverzinktes Stahlblech;Metalle / Stahl und Eisen / Stahlbleche;1;qm;Stahl (feuerverzinkt);;5,72;;;;;;;;Verkleidung → ok in m²
7e083808-ffcb-4c0c-9d52-11c42c2c48e9;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;Metalle / Stahl und Eisen / Stahlprofile;1;m;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;;;7874;;;0,86;;Rohdichte ergänzt;aus Datensatz „Stahl Feinblech“;
00402f5e-4a5b-48a5-b1e2-cbd4fddffbe7;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;Metalle / Stahl und Eisen / Stahlprofile;1;m;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;;;7874;;;0,96;;Rohdichte ergänzt;aus Datensatz „Stahl Feinblech“;
7065f9ef-8969-4723-b311-c65042481dd1;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;Metalle / Stahl und Eisen / Stahlprofile;1;m;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;;;7874;;;1,08;;Rohdichte ergänzt;aus Datensatz „Stahl Feinblech“;
313eef35-fd80-4d4a-b8ab-96762d075cf6;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;Metalle / Stahl und Eisen / Stahlprofile;1;m;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;;;7874;;;1,2;;Rohdichte ergänzt;aus Datensatz „Stahl Feinblech“;
26730864-4f60-4274-9d38-5e0b0f0e234f;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;Metalle / Stahl und Eisen / Stahlprofile;1;m;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;;;7874;;;0,72;;Rohdichte ergänzt;aus Datensatz „Stahl Feinblech“;
