UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;KG_3xx;Layer;Construction type;noch unsicher;verwendbar für frühe Planungsphasen;Anmerkungen / zusätzliche Eingrenzung;
da649461-9a6f-49c9-aa2e-5d91b1969328;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband S;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;dfa88d28-ed00-49d3-b85a-dbac0ea9bd60;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband S;;18,8;;;;;;true;true;true;true;334;light strip;;;x;;
1c91f081-db63-40ee-9857-7cbbe344713c;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband B;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;5195cac7-d383-4d55-b852-3a7d23b6366b;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband B;;22,1;;;;;;true;true;true;true;334;light strip;;;x;;
e34ee1d3-0a6f-4017-b9f0-57d13639d354;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband S;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;b72c301f-f60b-42fe-9040-b8767a2950e2;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband S;;134,1;;;;;;true;true;true;true;334;light strip;;;x;;
19e36ce7-1f2d-4464-9375-2b9e9bbc3cac;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband B;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;cee48103-5da6-46c3-a7b2-db7f1d21f598;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband B;;98,7;;;;;;true;true;true;true;334;light strip;;;x;;
de0c1710-057b-46ff-b6da-9fb26c113fa3;00.02.000;FW 50 BF.HI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;average dataset;1;qm;6e1f831e-055c-b539-bee0-3dfae46ea64f;FW 50 BF.HI B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;true;false;true;true;334;frame;;;x;;
a287ee57-814f-4a5d-bccd-64b207385f47;00.02.000;FWS 50 SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;average dataset;1;qm;8bf9ba51-c280-d540-f69a-b71b08bdbc64;Schüco FWS 50 B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;true;false;true;true;334;frame;;;x;;
6adf0159-37a0-47d0-86d4-54d193b1a3e1;00.02.000;SCHÜCO AWS 75.SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;average dataset;1;qm;eda250db-e8fc-efa2-e9f6-ec61731a254e;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.;;;;;;;;true;false;true;true;334;frame;;;x;;
8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;20.19.120;Aluminium-Rahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;generic dataset;1;qm;22b036b8-ea8b-4c38-8a32-416d82a4a716;Aluminium-Rahmenprofil, pulverbeschichtet (m);;12,75;;;;1,02;;true;false;false;true;334;frame;;;x;;
66990642-726e-4483-abc3-d5d0b4d7a5e7;20.19.120;Aluminium-Flügelrahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;generic dataset;1;qm;0cd0509d-d9db-45c2-9044-b9df3b110994;Aluminium-Flügelrahmenprofil, pulverbeschichtet (m);;12,25;;;;0,98;;true;false;false;true;334;frame;;;x;;
dfa64bbb-dc8d-497b-9557-300416b8448f;20.19.120;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;e454267c-3b32-40f6-a642-c4cc4ba0e11c;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet (m);;17,875;;;;1,43;;true;true;false;true;334;frame;;;x;;
c1cacd2c-d98d-4795-84db-b567d25bb1ed;20.19.120;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;561b47ac-077d-488f-a1f5-72869bb7554d;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet (m);;18,875;;;;1,51;;true;true;false;true;334;frame;;;x;;
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;true;true;true;true;335B;complete curtain wall;;;x;;
1d2945e3-856e-4c5f-9894-e75bafad3a76;20.19.120;Pfosten/Riegelsystem aus Aluminium;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;4ef7980c-fc52-4807-adbc-d15af63a7577;Pfosten-Riegel-System (Aluminium);;;;;;5,7;;true;true;false;true;334, 335B;frame;;;x;;
857ec105-07bd-4942-8b6a-4ecb6522f00d;00.00.002;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;57c4b951-51b8-4d97-9be6-8eb1fe146efc;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;;;;;;5,25;;true;true;true;true;334;frame;;;x;;
fb529c2b-fd76-4645-91ee-e38b3cc234fb;00.00.002;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;41b4a300-38d8-4719-abee-5d659a4cc703;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;;;;;;4,99;;true;true;true;true;334;frame;;;x;;
0836552d-9796-47b6-b33b-12ec55050926;00.00.003;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;2d79964d-b757-47be-835b-b85773156bc7;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;;57,875;;;;4,63;;true;true;true;true;344;frame;;;x;;
c2f10adc-56b3-4fff-9a33-6134e7646740;00.00.003;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;288389f9-98f0-4ee5-85c3-4abfad0cdd25;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;;39,375;;;;3,15;;true;true;true;true;334;frame;;;x;;
b5db085c-fb09-4571-ae2b-594e2fc22baa;00.00.005;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;8e242833-ae28-41c3-b29a-c226b6070622;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;;39,125;;;;3,13;;true;true;true;true;334;frame;;;x;;
9ae099db-6bd6-42ba-892f-f1e8cfb507ed;00.00.003;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;c6c089d0-5e17-44ff-ab09-7e5b6ca462f8;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;;40,625;;;;3,25;;true;true;true;true;334;frame;;;x;;
f939c2b2-7f3d-40f8-9903-d0fc30a62d91;20.19.120;Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;generic dataset;1;qm;f142786f-f5fe-4754-b855-43c2db2b8189;Stahl-Pfosten-Riegelfassaden;;21,4;;;;;;true;true;true;true;331B;complete curtain wall;;;x;;
a60431a7-10aa-4106-bc7c-c6acb01ee9b3;20.19.120;Pfosten/Riegelsystem aus Stahl;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;generic dataset;1;qm;0c60396b-b1bd-478b-a0eb-6c3ec585c614;Pfosten-Riegel-System (Stahl);;;;;;;;true;true;false;true;334, 335B;frame;;;x;;
16dab35c-ffa7-43fd-a763-077290e8bcaa;00.05.000;Doppelbodensystem Typ LIGNA;Komposite / Systembauteile / Decken;specific dataset;1;m3;d614da90-983e-1f22-0999-b965e9e79f72;1 m² Doppelbodensystem LIGNA Additional Info from Xml: Die Doppelbodenplatten, Typ LIGNA, werden aus hochverdichteten Holzwerkstoffplatten hergestellt (Rohdichtebereich ca. 600 – 720 kg/m³ und Platten-stärken von 28 – 38 mm). Doppelbodenplatten werden standardmäßig in den Abmessungen 600 x 600 mm und mit seitlich angeklebten Kantenbändern gefertigt. Unterseitig und/oder oberseitig sind die Platten mit Stahlblech oder Feuchteschutz beschichtet. Als Unterkonstruktion werden Stahlstützen verwendet, die unterschiedliche Konstruktionshöhen (28 – 2.000 mm) ermöglichen. Durch das Zusammenfügen (Montage in Gebäuden) der einzelnen Komponenten zu einem Flächen-verbund, entsteht die Bauart Doppelboden. Entsprechend den speziellen Anforderungen werden die Plattentypen (Dichte und Plattendicke) und die Dimensionierung der Unterkonstruktion bestimmt. Herstellung und Verarbeitung der Doppelbodenplatte: Die im Großformat angelieferten hochverdichteten Holzwerkstoffplatten werden in einem ersten Fertigungsschritt konfektioniert. In weiteren Fertigungsschritten werden die Platten unterseitig und/oder oberseitig mit Stahlblech oder Feuchteschutz beschichtet. Seitlich werden die Holzwerkstoffplatten mit Kantenbändern beklebt. Herstellung der Stützen: Durch Widerstandsschweißen oder Vertaumeln der einzelnen Komponenten Rohre, Gewindestangen und Stahlblech werden die Stützen hergestellt. Dimensionen der einzelnen Komponenten richten sich nach technischen Vorgaben. Durch Galvanotechnik (galvanische Verzinkung) werden die Stützen mit einer Zinkschicht versehen, um sie vor Korrosion zu schützen. Deklarierte Einheit: Die deklarierte Einheit bezieht sich jeweils auf 1 m² Doppelboden LIGNA ohne Bodenbelag mit einer durchschnittlichen Holzplattendicke von 37,52 mm und der durchschnittlichen Dichte von 644,31 kg/m³. Die deklarierte Einheit hat ein Gesamtgewicht für die Platte von 24,17 kg/m² zzgl. 1,3488 kg die dazugehörigen Stützen (4 Stück pro m² Doppelboden) mit einem Gewicht von 0,3372 kg je Stütze. Der Oberbelag wird für die Ökobilanzierung nicht betrachtet, da die Möglichkeiten an Belägen sehr vielfältig sind. Dies kann entweder Parkett, Linoleum, Teppich usw. sein.;;25,95;650;;;;;true;true;false;true;324, 353;raised floor;;;x;In dieser Kategorie sind auch abgehängte Deckensysteme drin.;
2708d43f-7df7-4474-afae-cc86af429b4f;00.00.008;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;Komposite / Systembauteile / Decken;specific dataset;1;m3;d93f7eff-b7ac-464f-a52e-28b5472699f8;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;;8;;1;;;;true;true;true;true;354,364;complete suspended ceiling;;;x;;
f92dc986-1f9a-42e2-9dbb-3abc2499a1d1;00.00.010;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;Komposite / Systembauteile / Decken;specific dataset;1;m3;92611431-e2ca-4df1-9cf9-f1281f0598df;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;;45;;28;;;;true;true;true;true;324,353;complete raised floor;;;x;;
05894638-9bba-442e-aa1d-e25d86a91092;00.01.000;wedi Bauplatte;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;1a47be22-f9b1-ca29-6b0f-5d3470464485;wedi Bauplatte, 20 mm;;;190;;;;;true;false;false;false;336, 345, 354;boards;;;x;In dieser Kategorie gibt es sowohl Gesamtsysteme als auch diese Bauplatte für den Naßbereich (Fliesenträgerplatte);
d44f6388-8e62-4969-8e54-49a3a173f395;00.00.011;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;41851fb7-4951-4e9f-bbbc-a2f44e4be50b;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;;23;;0,03;;;;true;true;true;true;342;complete wall;;;x;;
f696ab8a-9222-42d3-96c9-02da1c8694bc;00.00.011;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;73ca99be-135f-4ce1-b54b-35934721ecd8;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;;38;;0,03;;;;true;true;true;true;342;complete wall;;;x;;
f5cc97d5-95a4-4649-954f-6345b53f454a;00.00.010;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;e9bf9118-9046-4f3e-b258-57f7a614d3e5;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;;31;;0,03;;;;true;true;true;true;342;complete wall;;;x;;
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;Kunststoffe / Folien und Vliese / Folien zur Abdichtung;generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;true;true;false;true;335A, 363;waterproofing;;;x;könnte sein, dass das eher eine Teichabdichtungsfolie ist;
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;20.20.010;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;generic dataset;1;qm;3b7ef00c-c641-4ce6-962b-cbb3dd21b6ec;PE-Noppenfolie m2;;1,2;;0,00125;;;;true;true;false;true;335A, 363;waterproofing;;;x;;
b3cff98b-5067-4e82-a76f-b2ce058665d0;00.01.000;TensoSky®-System with Fluon® ETFE-FILM;Kunststoffe / Folien und Vliese / Technische Textilien;average dataset;1;m3;fd06dc48-9622-7344-e76b-e02fdae613e0;Taiyo ETFE construction element TensoSky / 1 m²;;;1750;;;;;true;true;false;true;337;transparent;;x;;The TensoSky®-System is a transparent or translucent construction element, used e.g. as cladding roof, skylight, canopy, curtain wall or facade. It is suitable for new buildings and refurbishments. It can be used as a permanent, stationary, moveable, retractable or temporary structure, e.g. for leisure parcs, indoor pools, biospheres, greenhouses, infrastructure buildings, carparks, shopping malls, administration and educational buildings, hotels, hospitals, museums, public spaces and stadia, but also for pavillons and stands on trade fairs and exhibitions.;
f281ecaf-5754-4d27-8d70-cfd18780b192;20.19.120;Folie aus Polytetrafluorethylen (PTFE);Kunststoffe / Folien und Vliese / Technische Textilien;generic dataset;1;m3;40f28adb-432c-4ec9-898f-637aaee1d658;Polytetrafluoroethylen folie (PTFE);;;2200;;;;;true;true;false;true;337;transparent;;x;;PTFE Folien werden im Baubereich vor allem als Dach- oder Fassadenmembran verwendet. Sie werden i.d.R. verschweißt um großflächige Formate zu erhalten. PTFE ist sehr beständig gegen alle natürlichen Umwelteinflüsse.;
4623cdde-5fb5-41ee-bda5-4ea48e9ebb3a;00.03.000;Stabilenka®;Kunststoffe / Folien und Vliese / Technische Textilien;representative dataset;1;qm;e4a5a485-f47d-9f12-8958-dd347776b384;1 m2 geosynthetisches Gewebe Additional Info from Xml: Die Herstellung der Gewebestruktur erfolgt auf Textilmaschinen. Dabei werden die Produktartikel Stabilenka® 100/50 bis 200/45 gewebt, die Produktartikel Stabilenka® 300/50 bis 1000/100 werden geraschelt. Die Querfäden (Schuss) und die Längsfäden (Kette) bestehen vollständig aus Polyester. Je nach Typ beträgt die Rollengröße des Geogewebes zwischen 500 und 1.500m² bei einer Breite von 5 Metern. Das Geogewebe wird auf Stahlrohren aufgerollt und mit PE-Folie verpackt. Technische Daten: Das folgende Kapitel enthält Angaben über die Leistung der Produkte in Bezug auf deren wesentliche Merkmale gemäß EN 13249 ff. soweit sie in der Leistungserklärung enthalten und spezifiziert sind. Deklarierte Einheit: Zur Durchschnittsbildung wurden die Ökobilanzergebnisse der einzelnen Produktartikel addiert und über die Anzahl an Produktartikeln gemittelt. Die spezifischen Werte lassen sich für jeden Produktartikel über den Flächenbezug herleiten.Als deklarierte Einheit wurde gemäß /PCR Teil B/ 1 m2 geosynthetisches Gewebe gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Produktartikel können der folgenden Tabelle entnommen werden.;;;;;;;1,23;;;;;;;;;o;;
d9a1408e-b6bf-4fac-9b94-d89b580cc131;00.04.000;Fortrac® MPT;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;3314f74b-238f-761f-540f-89a828df99b1;1 m2 geosynthetisches Gitter Additional Info from Xml: Die Herstellung der Gitterstruktur erfolgt auf Textilmaschinen. Die Querfäden (CMD) bestehen vollständig aus Polyamid, die Längsfäden (MD) aus Polyvinylalkohol.Die Produkte werden entweder gewebt, oder geraschelt. Beim Rascheln wird im Gegensatz zum Webprozess auch Polyester als Bindekette verwendet. Anschließend wird auf die Geogitter eine Polymer-Schutzummantelung aufgebracht. Die feste Rollengröße des geosynthetischen Gitters beträgt 1000m² mit einer Breite von 5 Metern. Nachdem das Garn zu einem synthetischen Maschengitter verarbeitet worden ist, wird das Garn mit Beschichtungspaste benetzt und in einem Durchlaufofen getrocknet. Dabei wird das neu entstandene Produkt Fortrac® MPT auf ein Papprohr aufgewickelt und verpackt. Technische Daten: Das folgende Kapitel enthält Angaben über die Leistung der Produkte in Bezug auf deren wesentliche Merkmale gemäß EN 13249 ff. soweit sie in der Leistungserklärung enthalten und spezifiziert sind. Deklarierte Einheit: Die Ökobilanz wurde für jeden Produktartikel einzeln aufgestellt. Die Ökobilanzergebnisse wurden anschließend summiert und über die gesamte Produktionsmenge gemittelt. Als deklarierte Einheit wurde gemäß /PCR Teil B/ 1 m2 geosynthetisches Geogitter gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Produktartikel können der folgenden Tabelle entnommen werden.;;0,36;;;;;2,75;true;false;false;false;;;;;o;Außenbereich;
79512d1c-6c63-4d30-b368-16b24737ddb1;00.01.001;Tensar TriAX TX 130 S-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;bcb07adc-c61d-459b-a35f-c0abfe0cdd81;Tensar TriAX TX 130S-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;281;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
30d039df-678c-4a2b-9b0d-0985348d9bc1;00.01.001;Tensar TriAX TX 130 S-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;b5aab3d3-7370-4b51-aa6d-6f6bcd8187cb;Tensar TriAX TX 130S-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;368;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
ff763631-3fad-4cfe-bcd8-3a6ae400520f;00.01.001;Tensar TriAX TX 130S Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;5ac3f89d-1af8-487e-b7cf-9032d603653d;Tensar TriAX TX 130S Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;184;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
8fcd6530-5227-465f-9f5a-0dd17fb0a11e;00.01.001;Tensar TriAX TX 140 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;702ffc36-3672-4e5f-9ee3-b56c4d30bb47;Tensar TriAX TX 140 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;175;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
1c8b079d-8a3e-4eef-ab8e-3f1c185dcffa;00.01.001;Tensar TriAX TX 150 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;859394ca-a116-40cb-a657-0ce02e8be68d;Tensar TriAX TX 150 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;189;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
5427c2a5-0158-479a-826d-64d467556edb;00.01.001;Tensar TriAX TX 150-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;eddfc4d2-ba68-4cad-bd9e-80fcfe5373ac;Tensar TriAX TX 150-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;367;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
eb987474-1dbc-4b50-a9c5-36b138bb051e;00.01.001;Tensar TriAX TX 160 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;d31a9e75-24af-43ae-855a-52a90d102972;Tensar TriAX TX 160 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;231;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
23e32f6f-42b1-4468-abae-e8be9fe9fd46;00.01.001;Tensar TriAX TX 160-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;d8f30dbd-5ae9-4b67-9ac6-edf9744e86e6;Tensar TriAX TX 160-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;348;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
a4a4bf14-7133-48ed-89d4-b3fc68e86c7c;00.01.001;Tensar TriAX TX 170 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;ccaf9728-4986-4054-875f-efb4a5fb1c0d;Tensar TriAX TX 170 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;273;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
1e7a529a-d2fa-4ef5-92de-0af69eeb7b86;00.01.001;Tensar TriAX TX 170-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;2b094bc3-24ed-45dd-ada5-e2120ef7a8d2;Tensar TriAX TX 170-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;437;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
2912f061-b8eb-4173-aeac-cf71ff9d9e62;00.01.001;Tensar TriAX TX 180 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;b72e1668-a649-4610-aa00-0f683bc5946e;Tensar TriAX TX 180 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;315;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
055e59ef-f034-430d-9ee1-db993dfa3a7a;00.01.001;Tensar TriAX TX 190L Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;qm;ee736921-6b67-4cb7-bab1-1b5cb88bc733;Tensar TriAX TX 190L Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;318;;0,01;;;;true;false;false;false;;;;;o;Außenbereich;
